Texto,Sesgo,Tweet_procesado
@__beatriizzzz fresquita... lo único malo fue que nos quitaron el banco bueno ,0,"['fresquita', 'único', 'malo', 'quitaron', 'banco', 'bueno']"
"gracias victorerubio por recomendarme el seguimiento de @mandalabeach. artistas de talla internacional, monólogos y musica en directo ",0,"['gracias', 'victorerubio', 'recomendarme', 'seguimiento', 'artistas', 'talla', 'internacional', 'monólogos', 'musica', 'directo']"
jugar con coches es de niños.,1,"['jugar', 'coches', 'niños']"
@caspitoo pero eso no es abstracto ,0,['abstracto']
@_raquel97_ ¡muchísimas gracias! ojalá te llegue prontito y lo disfrutes un montón ,0,"['muchísimas', 'gracias', 'ojalá', 'llegue', 'prontito', 'disfrutes', 'montón']"
xenomorfos imprimados y a apenas seis horas de mankind divided. ¡menudo día! ,0,"['xenomorfos', 'imprimados', 'apenas', 'seis', 'horas', 'mankind', 'divided', 'menudo', 'día']"
"hola @raramo74! vamos a estar al pendiente de esa ruta y en caso de que encontremos algo a buen precio lo publicamos, saludos!",0,"['hola', 'vamos', 'pendiente', 'ruta', 'caso', 'encontremos', 'buen', 'precio', 'publicamos', 'saludos']"
@todomegadrive esta vez me decanto por la japonesa. p. me encanta la batalla de caratulas ,0,"['vez', 'decanto', 'japonesa', 'p', 'encanta', 'batalla', 'caratulas']"
"@antobosca ah vale, jo boski yo quería jugar contigo ",0,"['ah', 'vale', 'jo', 'boski', 'quería', 'jugar', 'contigo']"
@chelita19_esme hahaha te la curas? con el que sea lo chido es ir posiblemente contra tigres vaya sho :v,0,"['hahaha', 'curas', 'chido', 'ir', 'posiblemente', 'tigres', 'vaya', 'sho', 'v']"
"@violetatrujillo yo me resigno con alguna gente, si se creen a este personaje es porque no están dispuestos a escuchar ",0,"['resigno', 'alguna', 'gente', 'si', 'creen', 'personaje', 'dispuestos', 'escuchar']"
no se por qué me mandas esto si ya sabes todo jaaaaa pero bueno que te echo de menos y  ojalá veas pronto a álv y a los chicos,0,"['manda', 'si', 'sabes', 'jaaaaa', 'bueno', 'echo', 'menos', 'ojalá', 'veas', 'pronto', 'álv', 'chico']"
las niñas maduran antes,1,"['niñas', 'maduran']"
"@altealasueca en el debate que he estado leyendo, en el blog de silvio @citaconsilvio lo pone el gran @feliuvicente citando al che. ",0,"['debate', 'leyendo', 'blog', 'silvio', 'pone', 'gran', 'citando', 'che']"
"@evilafm @riotsh4rin nuestro 24 horas solidario lo hacemos turnandonos para dormir, yo no apoyaría mucho algo tan poco salubre ",0,"['horas', 'solidario', 'hacemos', 'turnandonos', 'dormir', 'apoyaría', 'tan', 'salubre']"
"@livingjacob tu lo tienes facil, vives al lado de madrid ",0,"['facil', 'vives', 'lado', 'madrid']"
"@voicesyntex soy como ese medio demonio que es marginado por los demonios, pero también por los humanos ",0,"['medio', 'demonio', 'marginado', 'demonios', 'humanos']"
que feo ver del otro lado de mi lugar de trabajo que están comiendo cheetos y yo acá valiendo verga,0,"['feo', 'ver', 'lado', 'lugar', 'trabajo', 'comiendo', 'cheetos', 'acá', 'valiendo', 'verga']"
sensacionalismo barato. como echo de menos milenio 3 ,0,"['sensacionalismo', 'barato', 'echo', 'menos', 'milenio']"
tengo un buen de ganas de ir al cine pero soy tan flojo,0,"['buen', 'ganas', 'ir', 'cine', 'tan', 'flojo']"
"@gacaela ya sé. no te vi en ésta, pero me contaron de la modelo se paseó desnuda como si nada, y pensé en tu primera vez toda nerviosa",1,"['sé', 'vi', 'ésta', 'contaron', 'modelo', 'paseó', 'desnuda', 'si', 'pensé', 'primera', 'vez', 'toda', 'nerviosa']"
"@viko_lh mira hijo de puta me cago en tu puta madre jajajajajajajjaajaja ya podré ir en 2018, ya... ",1,"['mira', 'hijo', 'puta', 'cago', 'puta', 'madre', 'jajajajajajajjaajaja', 'podré', 'ir']"
no puedo creer que me haya propuesto dejar de fumar un mes y ya casi lo cumpla,0,"['puedo', 'creer', 'propuesto', 'dejar', 'fumar', 'me', 'casi', 'cumpla']"
"ojalá selena se recupere pronto, no merece nada malo #getwellsoonselena",0,"['ojalá', 'selena', 'recupere', 'pronto', 'merece', 'malo']"
lo más triste es que cuando regrese a clases no voy a poder darme el lujo de ir a mi casa cada fin de semana,0,"['triste', 'regrese', 'clases', 'voy', 'poder', 'darme', 'lujo', 'ir', 'casa', 'cada', 'fin', 'semana']"
@priincesapurple si ya había regresado pero me volví a dormir moría de sueño,0,"['si', 'regresado', 'volví', 'dormir', 'moría', 'sueño']"
"ya esta hannibal s3 en mix up pero esta muy cara y no vale la pena el gasto si fue la temporada que menos me gusto,esperare una oferta",0,"['hannibal', 's', 'mix', 'up', 'cara', 'vale', 'pena', 'gasto', 'si', 'temporada', 'menos', 'gustoesperare', 'oferta']"
"@walter_sobchak1 por cierto walter,genial lo d echarle las cenizas al donie ",0,"['cierto', 'waltergenial', 'd', 'echarle', 'cenizas', 'donie']"
brillas y brillas tan lindo,0,"['brillas', 'brillas', 'tan', 'lindo']"
"buenos días!!! aprende a confiar. si hay silencio, déjalo aumentar, algo surgirá. si hay tormenta, déjala rugir, ya se calmará... besitos",0,"['buenos', 'días', 'aprende', 'confiar', 'si', 'silencio', 'déjalo', 'aumentar', 'surgirá', 'si', 'tormenta', 'déjala', 'rugir', 'calmará', 'besitos']"
@polux_prm impresionante. una pena que hoy no pueda hacer una foto del atardecer.. p.d gracias guapiño ,0,"['impresionante', 'pena', 'hoy', 'pueda', 'hacer', 'foto', 'atardecer', 'pd', 'gracias', 'guapiño']"
"ahora están tocando arabella suena igualito a alex turner, seguro es guajardo",0,"['ahora', 'tocando', 'arabella', 'suena', 'igualito', 'alex', 'turner', 'seguro', 'guajardo']"
últimamente estoy  y no me gusta estar  debería estar  pero no puedo estar  porque estoy  y eso me hace estar más  sabéis ,0,"['últimamente', 'gusta', 'debería', 'puedo', 'hace', 'sabéis']"
"7 horas ya desde que salimos de mendoza y seguimos en puebla varados... weeee, mi pobre perrito es demasiado para él",0,"['horas', 'salimos', 'mendoza', 'seguimos', 'puebla', 'varados', 'weeee', 'pobre', 'perrito', 'demasiado']"
@hackandbeers muy buenas amigos!  como podemos contactar con ustedes?,0,"['buenas', 'amigo', 'podemos', 'contactar', 'ustedes']"
primera vez en 5 años que no te doy mis mejores deseos,1,"['primera', 'vez', 'años', 'doy', 'mejores', 'deseos']"
@oh_gabi genial! ahora ya mucho mejor que con las tres primeras aún así todavía hay cosas que pulir ,0,"['genial', 'ahora', 'mejor', 'tres', 'primeras', 'aún', 'así', 'todavía', 'cosas', 'pulir']"
el feminismo es como el machismo pero a la inversa,1,"['feminismo', 'machismo', 'inversa']"
"y en mi momento de alta autoestima/ego, les puedo asegurar que mi sonrisa se contagia  (en persona, obviamente)",0,"['momento', 'alta', 'autoestimaego', 'puedo', 'asegurar', 'sonrisa', 'contagia', 'persona', 'obviamente']"
sera un to3 cc  timebomb el dia domingo 18 de diciembre a las 8:30 hora de mexico. pueden mandar sus teams apartir de ahora. es libre,0,"['serum', 'to', 'cc', 'timebomb', 'dia', 'domingo', 'diciembre', 'hora', 'mexico', 'pueden', 'mandar', 'team', 'apartir', 'ahora', 'libre']"
@vampyres_movie @butfilmfestival uno de nuestros festivales favoritos!! hemos ido dos veces ,0,"['festivales', 'favoritos', 'ido', 'do', 'veces']"
hola estoy que reviento por haberme comido un box de kebab ayudadme a morir gracias ,0,"['hola', 'reviento', 'haberme', 'comido', 'box', 'kebab', 'ayudadme', 'morir', 'gracias']"
el “no” de una mujer significa: “ruégame un poco más”,1,"['mujer', 'significa', 'ruégame']"
"pacífico (cerveza) mariscos gustavo cerati de fondo *no es la paz bjs, son las playas de los reyes la paz, de este hermoso estado de mx",0,"['pacífico', 'cerveza', 'mariscos', 'gustavo', 'cerati', 'fondo', 'paz', 'bjs', 'playas', 'reyes', 'paz', 'hermoso', 'mx']"
"en 15 minutos, subiré un nuevo video a mi canal de youtube, es un pequeño regalo para que se lo empiecen a pasar de agasajo este viernes!",0,"['minutos', 'subiré', 'nuevo', 'video', 'canal', 'youtube', 'pequeño', 'regalo', 'empiecen', 'pasar', 'agasajo', 'viernes']"
"¡no llores, con lo guapa que eres!",1,"['llores', 'guapa']"
@portalsb_udlog @cdlaredo @cydleonesa estos por lo menos han visto 4 goles ,0,"['menos', 'visto', 'goles']"
@tarsislugo si no te gusta ponle limón y azúcar así sabe más rica,0,"['si', 'gusta', 'ponle', 'limón', 'azúcar', 'así', 'sabe', 'rica']"
"pues yo llevo 2 meses haciendo #gazolinazo; no tengo dinero para reparar mi carro. y creo que ahora, después de esto, se irá al yonke.",0,"['pues', 'llevo', 'me', 'haciendo', 'dinero', 'reparar', 'carro', 'creo', 'ahora', 'después', 'irá', 'yonke']"
necesito una nueva mejor amiga xq mi mejor amiga está muy ocupada para mi,1,"['necesito', 'nueva', 'mejor', 'amiga', 'xq', 'mejor', 'amiga', 'ocupada']"
"no, solo quiero bailarte la medusa loca en privado  @guiastacticases",1,"['solo', 'quiero', 'bailarte', 'medusa', 'loca', 'privado']"
¿lo más gracioso? que si no defiendes/apoyas/eres activista del feminismo pues ya eres un machista opresor ,0,"['gracioso', 'si', 'defiendesapoyaseres', 'activista', 'feminismo', 'pues', 'machista', 'opresor']"
"@santicid ay, gracias. lo malo es que ese es solo para primer viaje. pero mil gracias igualmente ",0,"['ay', 'gracias', 'malo', 'solo', 'primer', 'viaje', 'mil', 'gracias', 'igualmente']"
"@jjsanchezb tenemos la pre inauguración de la e de #barbie el viernes 6 de enero, y el sábado 7 de enero sería día normal",0,"['pre', 'inauguración', 'viernes', 'enero', 'sábado', 'enero', 'día', 'normal']"
@miriam_munuera calor?! calor?? hoy mehe muerto de frío ,0,"['calor', 'calor', 'hoy', 'mehe', 'muerto', 'frío']"
@funinfvneral qué burrada pusieron hoy?? que llevo meses bloqueada por otra heterada y me lo perdí ,1,"['burrada', 'pusieron', 'hoy', 'llevo', 'me', 'bloqueada', 'heterada', 'perdí']"
@flyintothestorm @selenepetalos mmmm yo tampoco te puedo decir nada  supongo que lo lógico sería que lo tuvieran pero a saber,0,"['mmmm', 'tampoco', 'puedo', 'decir', 'supongo', 'lógico', 'saber']"
"@jorgeufano ¡muchas gracias por la respuesta! cualquier cosa, aquí estamos para lo que necesites  ¡saludos!",0,"['muchas', 'gracias', 'respuesta', 'cualquier', 'cosa', 'aquí', 'necesites', 'saludos']"
"todas las putas gatas a las que les cago es porque un wey se fijo en mi y no en ellas, neta no es mi pedo, pinches feas",1,"['toda', 'putas', 'gatas', 'cago', 'wey', 'fijo', 'neta', 'pedo', 'pinch', 'feas']"
"como cuando duermo de día y de noche ando bien pilas, esto es fantástico",0,"['duermo', 'día', 'noche', 'ando', 'bien', 'pilas', 'fantástico']"
"@jcagmty es posible que baje la gasolina, los impuestos, el dolar y la canasta?plis jajaja",0,"['posible', 'baje', 'gasolina', 'impuestos', 'dolar', 'canastaplis', 'jajaja']"
@cafelluvia bonito rincón  ¡qué ganas de ver la nueva web!,0,"['bonito', 'rincón', 'ganas', 'ver', 'nueva', 'web']"
mañana es muy probablee que caiga un directo!! y ya sabeis lo que pasa en los directos... ,0,"['mañana', 'probablee', 'caiga', 'directo', 'sabeis', 'pasa', 'directos']"
"te quejas por todo, eres una nena.",1,"['quejas', 'nena']"
lo triste de este trimestre: salgo diario hasta las diez y no estaré con todo el crew.,0,"['triste', 'trimestre', 'salgo', 'diario', 'diez', 'crew']"
vale acabo de ver algo muy desagradable gracias cris y buenas noches ,0,"['vale', 'acabo', 'ver', 'desagradable', 'gracias', 'cris', 'buenas', 'noches']"
@1maaariii1 puebla es un caos aiudame,0,"['puebla', 'caos', 'aiudame']"
ningún hombre sabio y discreto dice a la mujer un secreto,1,"['ningún', 'hombre', 'sabio', 'discreto', 'dice', 'mujer', 'secreto']"
"llegue a casa, había una caja q me mandó la ex y dentro estaba mi amada ps3 (los niños sonríen) pero no trae control (los niños lloran)",1,"['llegue', 'casa', 'caja', 'q', 'mandó', 'ex', 'dentro', 'amada', 'p', 'niños', 'sonríen', 'trae', 'control', 'niños', 'lloran']"
"@falcaide muchas gracias, francisco!! feliz día ",0,"['muchas', 'gracias', 'francisco', 'feliz', 'día']"
@rafalasa @ruestern @eleder_ pero si los waitos ya estáis aislaos! ,0,"['si', 'waitos', 'aislaos']"
@cobos_rebeca a ti por responder! espero y deseo que te salgan nuevos proyectos!! besitos!! ,0,"['responder', 'espero', 'deseo', 'salgan', 'nuevos', 'proyectos', 'besitos']"
@jordicanal64 pues si no fichan lo que sea además de un ridículo espantoso igual qsf nos deja plantados...esperemos que no   ,0,"['pues', 'si', 'fichan', 'además', 'ridículo', 'espantoso', 'igual', 'qsf', 'deja', 'plantadosesperemos']"
"@bigzetayt @weastbrook que yo recuerde mourinho ganó una liga,el barça dos,los dos una copa del rey y el barça se llevó una champions ",0,"['recuerde', 'mourinho', 'ganó', 'ligael', 'barça', 'doslos', 'do', 'copa', 'rey', 'barça', 'llevó', 'champion']"
@puntoguionpunto ando bien porque nunca sentí nada. pero estaban bien ricos porque tenían chispitas.,0,"['ando', 'bien', 'nunca', 'sentí', 'bien', 'rico', 'chispitas']"
@sincosquillas urge empedar contigo bb,0,"['urge', 'empedar', 'contigo', 'bb']"
"@fridaricky así como estas... primero abajo, pero comiendo panochita suave, y luego atrás para dejarte la ir muy duro! qué rico",1,"['así', 'primero', 'abajo', 'comiendo', 'panochita', 'suave', 'luego', 'atrás', 'dejarte', 'ir', 'duro', 'rico']"
@crtkftauryn que no en serio ,0,['serio']
hace tres días que entre a @hawklineclan y hoy me he pegado el segundo clip 1080 desde lo alto del ala del caza https://t.co/8x4dvafgsp,0,"['hace', 'tres', 'días', 'hoy', 'pegado', 'segundo', 'clip', 'alto', 'ala', 'caza']"
@estefaniajoaq @davidcacho las políticas del pp puede ser discutibles.  pero estos políticos. son de lo que no hay. quw gente.  ,0,"['políticas', 'pp', 'puede', 'ser', 'discutibles', 'políticos', 'quw', 'gente']"
cuando piensas que las cosas van a toda madre y la cagan la vida es un riesgo carnal!,0,"['piensas', 'cosas', 'van', 'toda', 'madre', 'cagan', 'vida', 'riesgo', 'carnal']"
me recomendais alguna silla gaming buena please ,0,"['recomendais', 'alguna', 'silla', 'gaming', 'buena', 'please']"
@rabiekhd jajajajajaja me meo que yo tengo mi novio y él tiene su novia y estamos los dos contentos ,0,"['jajajajajaja', 'meo', 'novio', 'novia', 'do', 'contentos']"
"@zommix no, que pendejada, ya se pelearon y ya se contentaron, y ahora la mamá ya le leyó la cartilla al guero, ya no lo va a dejar verla",1,"['pendejada', 'pelearon', 'contentaron', 'ahora', 'mamá', 'leyó', 'cartilla', 'guero', 'va', 'dejar', 'verla']"
@carlosmoreno_ch claroooo o a varios solo que ya les vale ... psoe roto etc ,1,"['claroooo', 'varios', 'solo', 'vale', 'psoe', 'roto', 'etc']"
"maldito jet lag, acabo de despertar a las 2 am",0,"['maldito', 'jet', 'lag', 'acabo', 'despertar', 'am']"
"@riley7097 en edad internacional 19, en edad coreana 20 ",1,"['edad', 'internacional', 'edad', 'coreana']"
"@tuiteroregio @bomborisimo jajajajajajajaj ya están peor que peña, puro atole con el dedo a los tuiteros",0,"['jajajajajajajaj', 'peor', 'peña', 'puro', 'atole', 'dedo', 'tuiteros']"
"@carolinaftam jo,es que es mortal ",0,"['joes', 'mortal']"
"@ronan_coke @angelesuc1 @josecg96 @airatarra @andarellabcn muy triste, pero no olvidemos la inestimable colaboración del estado en ello  ",0,"['triste', 'olvidemos', 'inestimable', 'colaboración', 'ello']"
@soul_vedder que bueno que mi primer boda del año es en abril jajajajaj  al menos será la mitad de como le veo ahora,0,"['bueno', 'primer', 'boda', 'año', 'abril', 'jajajajaj', 'menos', 'mitad', 'veo', 'ahora']"
ese momento en el que no tienes megas para ver el video y en casa de tu padre no hay wifi  #mamaheasesinadoaminovia,0,"['momento', 'megas', 'ver', 'video', 'casa', 'padre', 'wifi']"
"@jimena_quijano terribles, pero ni pedo yo el jueves iré a cambiarlas",0,"['terribles', 'pedo', 'jueves', 'iré', 'cambiarlas']"
@_xoshiro ya no es por bonito o por feo sino porque es un animal con sentimientos tía es horrible ,0,"['bonito', 'feo', 'sino', 'animal', 'sentimientos', 'tía', 'horrible']"
"confieso que tengo una play list en spotify que dice : «canciones para bangtan » , son canciones cursis y una que otra loca",0,"['confieso', 'play', 'list', 'spotify', 'dice', 'canciones', 'bangtan', 'canciones', 'cursis', 'loca']"
@diegoork ya urge nuestra pijamada,0,"['urge', 'pijamada']"
"hoy pasé frente a una tienda y noté que ya no le quedaba casi nada de pan tía rosa, solo mantecadas de chocolate. son tan poco valoradas.",0,"['hoy', 'pasé', 'frente', 'tienda', 'noté', 'quedaba', 'casi', 'pan', 'tía', 'rosa', 'solo', 'mantecadas', 'chocolate', 'tan', 'valoradas']"
en realidá é algo duro de asimilar ni el alcohol me ayuda ,0,"['realidá', 'é', 'duro', 'asimilar', 'alcohol', 'ayuda']"
nominada por @learamartell aquí van nuestras pelis y nuestros taggeados.  https://t.co/hwqxw19rjr,0,"['nominada', 'aquí', 'van', 'pelis', 'taggeados']"
"@eduardoramos95r yumi  te amo, estoy viendo la serie y tu?  también te extraño mañana te veo?",0,"['yumi', 'amo', 'viendo', 'serie', 'extraño', 'mañana', 'veo']"
#teníamostodopero epn iba a ser el mejor presidente... pero se chingo la rodilla...,0,"['epn', 'iba', 'ser', 'mejor', 'presidente', 'chingo', 'rodilla']"
se qué razas están entre mis preferencias... pero va a ser muy difícil adoptar alguna de ellas ,1,"['razas', 'preferencias', 'va', 'ser', 'difícil', 'adoptar', 'alguna']"
"desvelado, cansado, cuasienfermo pero feliz. vámonos al aeropuerto. buenos días!",0,"['desvelado', 'cansado', 'cuasienfermo', 'feliz', 'vámonos', 'aeropuerto', 'buenos', 'días']"
@susanatruiz eres muy pero que muy inteligente ,0,['inteligente']
"@sofiabubble sí para las propias, pero para andar hurgando en las cuentas de otros?",0,"['propias', 'andar', 'hurgando', 'cuentas']"
@valabina @kuluska y como ya sabemos todos el amor no solo es ciego sino que no entiende de criterio musical ,0,"['sabemos', 'amor', 'solo', 'ciego', 'sino', 'entiende', 'criterio', 'musical']"
@sancareforma @pablitobarrera es por salud mental,0,"['salud', 'mental']"
@cognified te juro que si tuviera pc gamer o una decente jugaría también ahí,0,"['juro', 'si', 'pc', 'gamer', 'decente', 'jugaría', 'ahí']"
"bestia pequeña y mujer grande, sacádmelas de delante",1,"['bestia', 'pequeña', 'mujer', 'grande', 'sacádmelas', 'delante']"
@onesecondft5d ya está preparando cosillas nuevas jeje,0,"['preparando', 'cosillas', 'nuevas', 'jeje']"
gracias por compartir querido pepín  @cliftjose,0,"['gracias', 'compartir', 'querido', 'pepín']"
"@claudiapiqueras hoy te he visto (y tu a mi) y no me has saludado, mala gente  (no te dije nada porque ibas acompañada)",1,"['hoy', 'visto', 'saludado', 'mala', 'gente', 'dije', 'ibas', 'acompañada']"
@virsnroses cuando estén los 20 contactados y aprobados se publicará el listado en nuestra web ,0,"['contactados', 'aprobados', 'publicará', 'listado', 'web']"
@pammgonzaleez no mames ahora quedaré como pendejo porque no pude ir de nuevo,0,"['mames', 'ahora', 'quedaré', 'pendejo', 'pude', 'ir', 'nuevo']"
@celopanyt @roenlared estando tan cerca pero tan lejos a 45min de distancia siendo exactos. jajajaja,0,"['tan', 'cerca', 'tan', 'lejos', 'min', 'distancia', 'siendo', 'exactos', 'jajajaja']"
quién se viene conmigo mañana a beber a embarca ?? ,0,"['quién', 'viene', 'conmigo', 'mañana', 'beber', 'embarca']"
"mames, hoy si me dio frío",0,"['mames', 'hoy', 'si', 'dio', 'frío']"
- yo mamá por qué nunca en dejaste disfrutar mi juventud? ya tengo 30 - mamá felipe llegabas borracho a los 17 años - yo ayñ mamá!!,0,"['mamá', 'nunca', 'dejaste', 'disfrutar', 'juventud', 'mamá', 'felipe', 'llegabas', 'borracho', 'años', 'ayñ', 'mamá']"
"@rafamartos_ @israelgv2 cari pero ha sido la parte dance, después vendrá la parte vocal ",0,"['cari', 'sido', 'parte', 'dance', 'después', 'vendrá', 'parte', 'vocal']"
necesito nuevo dealer éste cuatri será difícil si no dejo mi vida en manos de la bendita drogadicción,0,"['necesito', 'nuevo', 'dealer', 'éste', 'cuatri', 'difícil', 'si', 'dejo', 'vida', 'manos', 'bendita', 'drogadicción']"
"@concht1 pero nos hemos desmovilizado, concha. nosotros/as solas dejamos las calles. así nos va  @ciudadanoscs",0,"['desmovilizado', 'concha', 'nosotrosas', 'solas', 'dejamos', 'calles', 'así', 'va']"
@1maaariii1 ¿te imaginas que ya saquearon todos los centros comerciales? y en donde vivo ay balazos..,0,"['imaginas', 'saquearon', 'centros', 'comerciales', 'vivo', 'ay', 'balazos']"
ahora por floja me voy a dormir tarde,0,"['ahora', 'floja', 'voy', 'dormir', 'tarde']"
"@diego_galvan se lo llevé a la sra q me lo cuida trae tos y flemas, y el grande del estómago, algo le cayó mal 2 hrs más!!",1,"['llevé', 'sra', 'q', 'cuida', 'trae', 'tos', 'flemas', 'grande', 'estómago', 'cayó', 'mal', 'hr']"
buenos días y #felizmartes. cuántos de vosotros llegáis al final de vuestras #vacaciones? y cuántos las tenéis a la vuelta de la esquina? ,0,"['buenos', 'días', 'cuántos', 'llegáis', 'final', 'cuántos', 'vuelta', 'esquina']"
"@hazzalovesme69 que raro, desde hace rato que tengo los dms desbloqueados ¿pasó algo?",0,"['raro', 'hace', 'rato', 'dm', 'desbloqueados', 'pasó']"
volviendo a la actividad en #planetainquietante con otro curioso hallazgo en canelas.  #portonovo,0,"['volviendo', 'actividad', 'curioso', 'hallazgo', 'canelas']"
"@maveldiaz jaja, sí, lo haré. en la tarde noche voy a tener la entrada lista",0,"['jaja', 'haré', 'tarde', 'noche', 'voy', 'tener', 'entrada', 'lista']"
yo quería que callie y wyatt siguiesen juntos ,0,"['quería', 'callie', 'wyatt', 'siguiesen', 'junto']"
queridos reyes magos: yo sigo esperando lo que pedí,0,"['queridos', 'reyes', 'magos', 'sigo', 'esperando', 'pedí']"
@garzaajr no es un bulto y nunca lo ha sido @garzaajr es un luchador novato que ha madurado muchísimo desde que llegó a @luchalibreaaa,0,"['bulto', 'nunca', 'sido', 'luchador', 'novato', 'madurado', 'muchísimo', 'llegó']"
no me llamo laura pero te casarias conmigo?  #elrabode8cho @8chooficial,1,"['llamo', 'laura', 'casarias', 'conmigo']"
@anna_tb para mí no son feas  hay feas y bonitas te salvas de arder en el infierno por hetero,1,"['feas', 'feas', 'bonitas', 'salvas', 'arder', 'infierno', 'hetero']"
"@bensonsenora el anuncio es cutre, cutre. joseba quien es? ",0,"['anuncio', 'cutre', 'cutre', 'joseba']"
"@celopanyt en el último vlog, al título le falta una e en la palabra entras supongo querías poner enteras ",0,"['último', 'vlog', 'título', 'falta', 'palabra', 'entras', 'supongo', 'querías', 'poner', 'enteras']"
@lalilolailoleo !croquetas!  a mí me gustan pelín más hechas.,0,"['croquetas', 'gustan', 'pelín', 'hechas']"
"@erickvaldes_ jajajajajaja trague puro brócoli y coliflor con pollo ahorita para echarme las tostadas, me las merezco",0,"['jajajajajaja', 'trague', 'puro', 'brócoli', 'coliflor', 'pollo', 'ahorita', 'echarme', 'tostada', 'merezco']"
y aveces necesito alguien con quien platicar,0,"['aveces', 'necesito', 'alguien', 'platicar']"
@auropgtez pero después de ducharme tampoco se queda así ,0,"['después', 'ducharme', 'tampoco', 'queda', 'así']"
en fin me voy a dormir dadme unas buenas noches bonitas por md ,0,"['fin', 'voy', 'dormir', 'dadme', 'unas', 'buenas', 'noches', 'bonitas', 'md']"
@donrul yo creo que esa es una mejor frase para una personalidad tan particular como la suya jejeje,0,"['creo', 'mejor', 'frase', 'personalidad', 'tan', 'particular', 'jejeje']"
tranquilos que con el.dinero de camacho seguro mañana empiezan las escabadoras en el arraijanal ,0,"['tranquilos', 'eldinero', 'camacho', 'seguro', 'mañana', 'empiezan', 'escabadoras', 'arraijanal']"
@ladyfrigopie no lo has dicho. eres rara.. bueno eres diferente ,0,"['dicho', 'rara', 'bueno', 'diferente']"
"@erickct_ nosotros estábamos muy feliz mente cazando pokemon, siguiendo nuestra ruta y tuvimos un encuentro desafortunado",0,"['feliz', 'mente', 'cazando', 'pokemon', 'siguiendo', 'ruta', 'encuentro', 'desafortunado']"
@anuarrieta ah ya si también la vi y si no sale mucho pero luce guapísimo.,0,"['ah', 'si', 'vi', 'si', 'sale', 'luce', 'guapísimo']"
eres el hombre de la casa.,1,"['hombre', 'casa']"
intentar rescatar un gato que alguien irresponsable abandonó y que antes de que lo consigas se lo coma el pitbull de tu vecino. #jodid@ ,0,"['intentar', 'rescatar', 'gato', 'alguien', 'irresponsable', 'abandonó', 'consigas', 'coma', 'pitbull', 'vecino']"
"@panadespb @denebgabe @veucat @rorschargos que @tv3 es plural?? cuantas horas, del otro idioma oficial, emite?, no es de todos los cat? ",0,"['plural', 'cuantas', 'horas', 'idioma', 'oficial', 'emite', 'cat']"
"@luciaaaypunto no se , creo que no . yo solo mire mi fecha ",0,"['creo', 'solo', 'mire', 'fecha']"
hoy quiero hacer otro juego de estos de tw pero esque son todos iguales ,0,"['hoy', 'quiero', 'hacer', 'juego', 'tw', 'esque', 'iguales']"
@escapeofthecrow el rottweiler es precioso pero... esta zumbadisimo y ataca  y yo muero de ganas de achucharlo,0,"['rottweiler', 'precioso', 'zumbadisimo', 'ataca', 'muero', 'ganas', 'achucharlo']"
"@danlok23 si, la edad no es inconveniente para nada, es parte de mi infancia y hacia falta algo así ",0,"['si', 'edad', 'inconveniente', 'parte', 'infancia', 'hacia', 'falta', 'así']"
@horantheworld20 claro que se puede corregir,0,"['claro', 'puede', 'corregir']"
"esta vez que tengo todo para ir , no estoy tan segura jajaj",0,"['vez', 'ir', 'tan', 'segura', 'jajaj']"
"@neinyatta a mi el de babe me gusta mucho, y si no sesderma creo que va muy bien ",0,"['babe', 'gusta', 'si', 'sesderma', 'creo', 'va', 'bien']"
@marcenuela son los leggins esos que son como de lycra?  quiero unos pero sólo los encuentro de talla única y mis muslos son gordis.,0,"['leggins', 'lycra', 'quiero', 'sólo', 'encuentro', 'talla', 'única', 'muslos', 'gordis']"
"parada obligada en pits y al banco.. rumbo a pueblo frío.. hay q ir por la patrona, se acabaron las vacaciones",0,"['parada', 'obligada', 'pit', 'banco', 'rumbo', 'pueblo', 'frío', 'q', 'ir', 'patrona', 'acabaron', 'vacaciones']"
@vodafone_es ha aceptado reembolsarme la cobertura marítima de la que no me advirtió en su momento. estoy contenta. me parece justo. ,0,"['aceptado', 'reembolsarme', 'cobertura', 'marítima', 'advirtió', 'momento', 'contenta', 'parece', 'justo']"
lo unico que van a hacer es que me vuelva mamona con todos como antes,0,"['unico', 'van', 'hacer', 'vuelva', 'mamona']"
soy @essiesenna. este es mi número de teléfono finlandés. ya puedes borrar el inglés. y la abuela piensa.. era una niña de 8 años.. ,1,"['número', 'teléfono', 'finlandés', 'puedes', 'borrar', 'inglés', 'abuela', 'piensa', 'niña', 'años']"
denme una llenadera porque dicen que no tengo,0,"['denme', 'llenadera', 'dicen']"
hay que respetar las posturas de todo el mundo frente a las situaciones que se le presentan. por algo no somos todos iguales ,0,"['respetar', 'posturas', 'mundo', 'frente', 'situaciones', 'presentan', 'iguales']"
"@bigotingos ilustres, jose. qué fácil salen los insultos viendo cómo hemos empezado burgos y murcia ",0,"['ilustres', 'jose', 'fácil', 'salen', 'insultos', 'viendo', 'cómo', 'empezado', 'burgos', 'murcia']"
"@juanrallo ya, ya. el edificio a sí, el edificio b no. facilísimo de articular ",0,"['edificio', 'edificio', 'b', 'facilísimo', 'articular']"
