Id,Texto,Sentimiento,Texto_preprocesado
1.103730618033234e+34,"@vpartal @VilaWeb Segur no era del mossos noi, mira que van matar un grapat detinguts a comisaria,al carrer....",Negativo,"['segur', 'mossos', 'noi', 'mira', 'matar', 'grapat', 'detinguts', 'comisariaal', 'carrer']"
1.0992937043077899e+34,@joanc1999 @TomasM_98 @cescgalietti @AlexCarreraCab2 @pscbarcelona @psciutatvella @jscciutatvella @jscbcn Molt bé nois!!! 👏🏼👏🏼🌹,Negativo,['nois']
1.041093975069868e+18,"Conseller @PuigGordi , això és una infàmia contra els vostres pares i contra tots els que estimem la democràcia i la llibertat. Una abraçada a la família i endavant, sempre endavant. https://t.co/5E6sRCXELi",Positivo,"['conseller', 'infàmia', 'pares', 'estimem', 'democràcia', 'llibertat', 'abraçada', 'família', 'endavant', 'sempre', 'endavant']"
1.0961188327359447e+34,- Els nens a barracons pels presos. - Tanquem plantes i hospitals pels presos. - No paguem la dependència pels presos. - No pujem l’IRPF a rendes altes pels presos. - No donem els diners adjudicats a la violència masclista pels presos. - No dotem mossos i bombers pels presos.,Negativo,"['nens', 'barracons', 'presos', 'tanquem', 'plantes', 'hospital', 'presos', 'paguem', 'dependència', 'presos', 'pujem', 'l', 'irpf', 'rendes', 'altes', 'presos', 'donem', 'diner', 'adjudicats', 'violència', 'masclista', 'presos', 'dotem', 'mossos', 'bomber', 'presos']"
1.1027074041296157e+18,"》》 i, quan ja tenen el passadís obert i els agents a dintre, un desgraciat agafa dels cabells a una noia i l'arrossega, mentres ciutadans atemorits li demanen que li deixin treure.  Això es lo que demanava l'ordre judicial? #Mamporreros #1oct https://t.co/J2mUx0sXr8",Positivo,"['tenen', 'passadís', 'obert', 'agent', 'desgraciat', 'agafa', 'cabell', 'noia', 'larrossega', 'mentres', 'ciutadans', 'atemorits', 'demanen', 'deixin', 'treure', 'lo', 'demanava', 'lordre', 'judicial']"
1.0376137031123476e+18,"@elnacionalcat Ets un bocamoll, la Carme té molta més dignitat que tu, ella va fer el que va dir, tu no vas investir el president Puigdemont com vareu dir",Positivo,"['bocamoll', 'carme', 'té', 'dignitat', 'tu', 'ella', 'dir', 'tu', 'investir', 'president', 'puigdemont', 'vareu', 'dir']"
1.0417339589192458e+34,"'Nou persones entre líders socials i polítics, com el meu pare, són des de fa més de 10 mesos en situació de presó preventiva. El seu delicte: convocar un referèndum'  El discurs d’Anna Forn a l'#ONU  https://t.co/12eUVINGp9",Negativo,"['nou', 'persones', 'líders', 'social', 'polítics', 'pare', 'mesos', 'situació', 'presó', 'preventiva', 'delicte', 'convocar', 'referèndum', 'discurs', 'd', 'anna', 'forn', 'l']"
1.037970115529257e+33,"📺 @Albert_Rivera  Una societat es trenca quan se senyala a qui pensa diferent. Hem vist fa poc com uns senyors intimidaven al propietari d'un local penjant llaços al seu negoci perquè no és independentista. Això és molt greu, no podem negar la realitat  #ElsMatinsTV3 https://t.co/mQkIwddulx",Negativo,"['societat', 'trenca', 'se', 'senyala', 'pensa', 'diferent', 'vist', 'senyors', 'intimidaven', 'propietari', 'dun', 'local', 'penjant', 'llaços', 'negoci', 'independentista', 'greu', 'negar', 'realitat']"
1.0932956078113175e+34,RT @MariaMoralTeje1: @vpartal @EstherMarti8 @VilaWeb On es comercialitza la roba d’aquesta dona valenta???,Neutral,"['comercialitza', 'roba', 'd', 'dona', 'valenta']"
1.0921297421769032e+34,"@jjvidal1 @BernatDedeu @JandroJaudi @elsa_artadi @perearagones Perdona...no se si coneixes a cap funcionari de la Generalitat, però el que diu aquest senyor és la veritat...que no t'agradi i vulguis viure a la mentida és problema teu...pero va ser així.",Negativo,"['perdonano', 'se', 'coneixes', 'cap', 'funcionari', 'generalitat', 'diu', 'senyor', 'veritatque', 'tagradi', 'vulguis', 'viure', 'mentida', 'problema', 'teupero']"
1.0394783677567384e+18,Sala-i-Martin esclata contra la líder de la formació unionista i li recorda que  ni ella ni els seus  han celebrat mai la Diada i no canten els Segadors al Parlament https://t.co/p8Mbn88gvB,Positivo,"['salaimartin', 'esclata', 'líder', 'formació', 'unionista', 'recorda', 'ella', 'celebrat', 'mai', 'diada', 'canten', 'segadors', 'parlament']"
1.097838571476656e+18,@Luhmascaro Una abstenció del 32% dels independentistes que van votar a les altres espanyoles més l’abstenció habitual en què també hi ha indepes però que faríem tota nostra dona molt més que un simple 50+1% d’abstenció. Un missatge clar tant per al món (no volem ser governats x Ñ) com,Positivo,"['abstenció', 'independentistes', 'votar', 'espanyoles', 'l', 'abstenció', 'habitual', 'indepes', 'faríem', 'dona', 'simple', 'd', 'abstenció', 'missatge', 'clar', 'món', 'volem', 'governats', 'x', 'ñ']"
1.0988610422040575e+34,"@VilaWeb “Ha destruit una prova”. “Ridiculitza al fiscal”. Mare de Déu. Es el que té retransmetre el judici. Arriba qualsevol i emet judici, propaganda i sentència, com a bon lletrat. De veritat no us fa vergonya?",Negativo,"['destruit', 'prova', 'ridiculitza', 'fiscal', 'mare', 'déu', 'té', 'retransmetre', 'judici', 'arriba', 'qualsevol', 'emet', 'judici', 'propaganda', 'sentència', 'bon', 'lletrat', 'veritat', 'vergonya']"
1.093121274820395e+18,"@QuimTorraiPla President el que heu de fer és investir @KRLS Puigdemont el dia de la sentència al presos polítics, que ell aixequi la suspensió de la declaració d'independència i el poble la defensarem! Confieu més en el poble!!",Positivo,"['president', 'investir', 'puigdemont', 'dia', 'sentència', 'presos', 'polítics', 'ell', 'aixequi', 'suspensió', 'declaració', 'dindependència', 'poble', 'defensarem', 'confieu', 'poble']"
1.103754025701466e+34,📻 @SoniaSierra02  El partit que va portar una dona com a cap de llista a les eleccions catalanes i que a més va guanyar les eleccions va ser Cs amb @InesArrimadas  a @labruixola_cat,Negativo,"['partit', 'portar', 'dona', 'cap', 'llista', 'eleccions', 'catalanes', 'guanyar', 'eleccions', 'c']"
1.092048810468102e+33,"L’admiració i l’amor de la Mariona pel seu avi ha tingut una resposta immediata i massiva. En Ferran, de 83 anys, fa de tot: toca el piano, aprèn anglès, fa dictats en català, llegeix i és voluntari al menjador social de Granollers https://t.co/trXBf4Rsg4 #Play324 https://t.co/ipMPeyCjTw",Neutral,"['l', 'admiració', 'l', 'amor', 'mariona', 'avi', 'tingut', 'resposta', 'immediata', 'massiva', 'ferran', 'anys', 'toca', 'piano', 'aprèn', 'anglès', 'dictats', 'català', 'llegeix', 'voluntari', 'menjador', 'social', 'granollers']"
1.043763280181899e+34,"Sembla que l'Uruk-Hai aquest hagi dormit a un estable 😂😂😂 mireu-li els cabells 😂😂😂 mare de déu senyor, que deixadesa d'home ahahhahaaha https://t.co/rsoxoSEwTg",Negativo,"['sembla', 'lurukhai', 'hagi', 'dormit', 'estable', 'mireuli', 'cabell', 'mare', 'déu', 'senyor', 'deixadesa', 'dhome', 'ahahhahaaha']"
1.0385536075100815e+18,Aquest any ens acompanya a la meva dona i a mi en la seva #PrimeraDiada la nostre filla de 20 anys i una amiga amb dos nenes. Amb nosaltres s'amplia la base en 4 republicans més. Un 200%. Us imagineu l'efecte papallona si fos així amb tots?,Positivo,"['any', 'acompanya', 'dona', 'mi', 'filla', 'anys', 'amiga', 'do', 'nenes', 'samplia', 'base', 'republican', 'imagineu', 'lefecte', 'papallona', 'fo']"
1.0977619122411684e+18,"A partir de les 10, represa del judici del procés. El primer en declarar serà Jordi Turull. A les portes del Tribunal Suprem, Lídia Heredia entrevistarà la seva dona, Blanca Bragulat. #JudiciTV3CatRàdio #ElsMatinsTV3 ▶️ https://t.co/lnnXPqvBvd https://t.co/e4ClnZERlY",Positivo,"['partir', 'represa', 'judici', 'procés', 'declarar', 'serà', 'jordi', 'turull', 'porte', 'tribunal', 'suprem', 'lídia', 'heredia', 'entrevistarà', 'dona', 'blanca', 'bragulat']"
1.0441108304538868e+18,Ha arribat l'hora de demanar explicacions als nostres polítics.  S' ha acabat el marge de confiança.  Ho sento. Els meus fills i el meu País estàn per damunt d' ells.  O s'espavilen o al carrer!!  (..i gràcies per tot),Positivo,"['arribat', 'lhora', 'demanar', 'explicacions', 'polítics', 's', 'acabat', 'marge', 'confiança', 'sento', 'fill', 'país', 'estàn', 'damunt', 'd', 'sespavilen', 'carrer', 'gràcies']"
1.0412877838208e+18,"Avui fa 11 mesos que dos homes de pau, @jcuixart i @jordialapreso, estan privats de llibertat.  No descansarem fins que tornin a casa, ells i la resta de presos i exiliats  #LlibertatPresosPolítics #UsVolemACasa https://t.co/dIQ49w57bi",Positivo,"['avui', 'mesos', 'do', 'home', 'pau', 'privats', 'llibertat', 'descansarem', 'tornin', 'casa', 'resta', 'presos', 'exiliats']"
1.1039569444176856e+34,"La número 4 de la candidatura de @ManuelValls serà @PareraEva,  una dona que representa el catalanisme moderat amb una llarga esperiència política i professional    #VallsBCN2019 #vallsperlaigualtat #Barcelona https://t.co/WYbwJNdYkj",Negativo,"['número', 'candidatura', 'serà', 'dona', 'representa', 'catalanisme', 'moderat', 'llarga', 'esperiència', 'política', 'professional']"
1.1025255283036527e+34,"@maguila_gorila @mercedeshidalg8 @Traumaturgo1 @C19Concepcion @ignasicomellas @AaronGarciaPe No com Artadi i d'altres que amb el 155 anava a fitxar cada dia como una bona noia, no fos no cobrés la pagueta. Posa als teus davant d'un mirall, avans de parlar d'altes i t'ho diu un, al cual inesarrimadas li fa fàstic...bé el mateix que qualsevol Convergent...és clar.",Negativo,"['artadi', 'daltres', 'anava', 'fitxar', 'dia', 'como', 'bona', 'noia', 'fo', 'cobrés', 'pagueta', 'posa', 'davant', 'dun', 'mirall', 'avans', 'parlar', 'daltes', 'tho', 'diu', 'cual', 'inesarrimadas', 'fàsticbé', 'qualsevol', 'convergentés', 'clar']"
1.1034162822155795e+34,▶ Dolors Català i Maribel Cera:  La feina de la dona és una part important del sector primari; és una llàstima que no es valori  https://t.co/ChmqfFPyep #Més324 #JudiciTV3CatRàdio,Neutral,"['dolor', 'català', 'maribel', 'cera', 'feina', 'dona', 'part', 'important', 'sector', 'primari', 'llàstima', 'valori']"
1.0922004895114567e+34,13) La meva mare és llirista.   Va a sopars a favor dels presos. Participa al CDR de Les Corts.  Va a les presons a donar suport als presos.   I sempre pregunta què més pot fer.,Positivo,"['mare', 'llirista', 'sopars', 'favor', 'presos', 'participa', 'cdr', 'corts', 'presons', 'donar', 'suport', 'presos', 'sempre', 'pregunta', 'pot']"
1.0959815947651151e+18,"Els podemites i sociates que van votar en contra de totes les lleis socials aprovades al Parlament de Catalunya contra la pobresa dels catalans, com la llei de pobresa energètica, ara ens parlen dels pressupostos més socials de la historia. A mamar, fills de puta. #VotanNO",Positivo,"['podemites', 'sociates', 'votar', 'lleis', 'social', 'aprovades', 'parlament', 'catalunya', 'pobresa', 'catalan', 'llei', 'pobresa', 'energètica', 'ara', 'parlen', 'pressupostos', 'social', 'historia', 'mamar', 'fill', 'puta']"
1.097559189461844e+33,"@elsa_artadi Jo el que trobo a faltar, Sra. Artadi, és la condemna per part del seu partit, a les actuacions antidemocràtiques, nacionalistes i masclistes d'aquells que diuen filla de puta a la dirigent més votada de Catalunya. Alguna cosa a dir?  https://t.co/H3PUvhPWRz",Negativo,"['trobo', 'faltar', 'sra', 'artadi', 'condemna', 'part', 'partit', 'actuacions', 'antidemocràtiques', 'nacionalistes', 'masclistes', 'daquells', 'diuen', 'filla', 'puta', 'dirigent', 'votada', 'catalunya', 'cosa', 'dir']"
1.0459469607573135e+18,"Ahir mirava un episodi d la sèrie de la BBC en el q les dones de Bletchley s’esgarrifen en descobrir un policia corrupte. Una diu: “si ja no pots confiar en la policia, en qui ho pots fer?”  (Em va agafar singlot i no podia parar de riure) #OmplimSantJaume29s",Positivo,"['ahir', 'mirava', 'episodi', 'd', 'sèrie', 'bbc', 'q', 'dones', 'bletchley', 's', 'esgarrifen', 'descobrir', 'policia', 'corrupte', 'diu', 'pot', 'confiar', 'policia', 'pot', 'agafar', 'singlot', 'podium', 'parar', 'riure']"
1.1040132713996123e+34,@xriusenoticies Sí quan les autoritats els deixen fer el que els dóna la gana. Com està  passant últimament. Els nens creixen amb la convicció que tot els està permès. I a fer l'idiota li diuen  lluitar . Després es caguen les  calces amb el primer inconvenient que troben a la vida.,Negativo,"['sí', 'autoritats', 'deixen', 'dóna', 'gana', 'passant', 'últimament', 'nens', 'creixen', 'convicció', 'permès', 'lidiota', 'diuen', 'lluitar', 'caguen', 'calx', 'inconvenient', 'troben', 'vida']"
1.0402938468847247e+18,".@judithineuropa eurodiputada holandesa:  Accepto que hi ha #presospolítics. Un col·lega meu @raulromeva que havia estat molt actiu, ara és a la presó i estic preocupada per ell. Si em pregunta si la UE ho hauria d'investigar seriosament, li dic que sí.  📺https://t.co/TXz4CNjqV2",Positivo,"['eurodiputada', 'holandesa', 'accepto', 'col', 'lega', 'actiu', 'ara', 'presó', 'preocupada', 'ell', 'pregunta', 'ue', 'hauria', 'dinvestigar', 'seriosament', 'dic', 'sí']"
1.0919668887190771e+34,"No és la primera vegada que ho diem, sabem que la tortura a TOTS els presos i familiars és brutal, però, les condicions de Carme i Dolors encara són més dures pel simple fet de ser i estar,  en una presó de DONES!!#LlibertatPresosiPresesPolitiques #judiciFARSA #AlcemNos https://t.co/Oa15SecU1l",Positivo,"['primera', 'vegada', 'diem', 'tortura', 'presos', 'familiar', 'brutal', 'condicions', 'carme', 'dolor', 'dures', 'simple', 'fet', 'estar', 'presó', 'dones']"
1.0993834937070795e+34,"@nuriadgc Jajajaja però si només van fer vaga els estudiants i per fumar-se les classes, q dius, dona?",Negativo,"['jajajaja', 'vaga', 'estudiants', 'fumarse', 'class', 'q', 'dius', 'dona']"
1.042907526294106e+18,"Senyors González i Aznar: a Girona ja no vivim al 1978. Som en ple 2018, i el que abans era la plaça de la Constitució, ara es diu Plaça de l'U d'Octubre de 2017. Aquest esperit democràtic i republicà és ara el nostre referent @JuntsXCat https://t.co/2dMogiNPvr",Positivo,"['senyors', 'gonzález', 'aznar', 'girona', 'vivim', 'ple', 'plaça', 'constitució', 'ara', 'diu', 'plaça', 'lu', 'doctubre', 'esperit', 'democràtic', 'republicà', 'ara', 'referent']"
1.1028548212023132e+34,"Enric Millo:  Em vaig trobar, sense que fos públic, amb Junqueras. Em va confessar que ell voldria que les coses anessin més a poc a poc. Però que tenien un compromís  https://t.co/uYRgPCxHcG #JudiciTV3CatRàdio https://t.co/ssBELOMCC8",Neutral,"['enric', 'millo', 'trobar', 'fo', 'públic', 'junqueras', 'confessar', 'ell', 'voldria', 'cos', 'anessin', 'tenien', 'compromís']"
1.097895243842814e+33,RT @CarlesSantacruz: Cap mentida és massa òbvia per al poble si aquesta s'acomoda al seu desig secret de creure en ella.  Christa Wolf,Negativo,"['cap', 'mentida', 'massa', 'òbvia', 'poble', 'sacomoda', 'desig', 'secret', 'creure', 'ella', 'christa', 'wolf']"
1.0992248451144622e+34,Els Mossos no es creuen el relat de la nena que dimarts va denunciar un intent de segrest a Sils i descarten que passés  https://t.co/XPzkv8mF49,Neutral,"['mossos', 'creuen', 'relat', 'nena', 'dimarts', 'denunciar', 'intent', 'segrest', 'sils', 'descarten', 'passés']"
1.0960846701466624e+18,"La Sra seoane, advocada de l’estat diu que ella no sabria separar la seva ideologia de la seva feina. Així, tal qual. I s’ha quedat tan ample #JudiciTV3CatRadio",Positivo,"['sra', 'seoane', 'advocada', 'l', 'diu', 'ella', 'sabria', 'separar', 'ideologia', 'feina', 's', 'quedat', 'ample']"
1.0978034221144228e+34,"Turull:  Això de posar-te el vestit de constitucionalista ha de ser una ganga, perquè et permet incomplir la Constitució quan et dona la gana.  https://t.co/j62Vz8RNau #JudiciTV3CatRàdio https://t.co/ajwcR6yAVO",Neutral,"['turull', 'posarte', 'vestit', 'constitucionalista', 'ganga', 'permet', 'incomplir', 'constitució', 'dona', 'gana']"
1.1039755768037294e+18,RT @GHabitatgeSants: Avui les dones aturem el món per canviar-ho tot . Avui també hi han #StopDesnonaments  #8Msants #FemLlarsFeministes ht…,Positivo,"['avui', 'dones', 'aturem', 'món', 'canviarho', 'avui', 'ht']"
1.0975659698436627e+34,@Pdemocratacat @KRLS  Democràcia  diu el senyor amb complex de Napoleó que creu que   democràcia  vol dir: farem el que A MI EM SURTI DELS COLLONS. I  manipularem la gent perquè facin el que A MI em surti dels collons.,Negativo,"['democràcia', 'diu', 'senyor', 'complex', 'napoleó', 'creu', 'democràcia', 'vol', 'dir', 'farem', 'mi', 'surti', 'collons', 'manipularem', 'gent', 'facin', 'mi', 'surti', 'collons']"
1.098945345583829e+33,"@joanreguant @HiginiaRoig @jcoscu @tv3cat Va home no em parlis dels drets dels treballadors. Els mateixos que donavau suport al govern més retallador de l'estat, ara us enrecordeu dels treballadors?.  Els treballadors ahir us van donar l'esquena per què tenen clar qui sou. Per aixo la vaga va ser un fracàs.",Negativo,"['home', 'parlis', 'drets', 'treballadors', 'donavau', 'suport', 'govern', 'retallador', 'lestat', 'ara', 'enrecordeu', 'treballadors', 'treballadors', 'ahir', 'donar', 'lesquena', 'tenen', 'clar', 'aixo', 'vaga', 'fracàs']"
1.1039622323864084e+18,Que arribi el dia que el #8Març sigui la celebració de la igualtat plena assolida i no un lacerant recordatori de la discriminació persistent de les dones.  Aconseguir-ho és fer república.  #DiaDones #Som8deMarç https://t.co/NGtH9REpbq,Positivo,"['arribi', 'dia', 'sigui', 'celebració', 'igualtat', 'plenum', 'assolida', 'lacerant', 'recordatori', 'discriminació', 'persistent', 'dones', 'aconseguirho', 'república']"
1.1025965956008015e+18,El primer equip femení disputarà el torneig Women's Cup 2019 per celebrar el 'Dia Internacional de la Dona' al Marroc  https://t.co/zMerfrxAHO  #RCDE | #Volem | #EspanyoldeBarcelona | #RCDEfem https://t.co/vnUDy5fi0y,Positivo,"['equip', 'femení', 'disputarà', 'torneig', 'woman', 'cup', 'celebrar', 'dia', 'internacional', 'dona', 'marroc']"
1.1025481184391904e+34,La consellera de Justícia Ester Capella sobre el testimoni de José Antonio Nieto:  Tots vam veure com homes i dones pacífics aixecaven els braços mentre ells aixecaven i pegaven amb les porres  https://t.co/9njY0m9VA3  #JudiciTV3CatRàdio https://t.co/lcYIwcZuJu,Neutral,"['consellera', 'justícia', 'ester', 'capella', 'testimoni', 'josé', 'antonio', 'nieto', 'veure', 'home', 'dones', 'pacífics', 'aixecaven', 'braços', 'aixecaven', 'pegaven', 'porres']"
1.1036708910056573e+34,L'autor de l'atac al mural  La Manada  d'Olot seria un home. Ja ha estat identificat i s'enfronta a una multa de fins a 3.000 euros https://t.co/cg0VTj4nFV https://t.co/7ybVjyGFsc,Neutral,"['lautor', 'latac', 'mural', 'manada', 'dolot', 'seria', 'home', 'identificat', 'senfronta', 'multa', 'euro']"
1.0977774704498196e+18,@martinalliue80 Per part meva sempre votaré! Sempre que me’n donguin l’oportunitat és un dret que a les dones ens ha costar molt aconseguir💪🏻💪🏻💪🏻 contra el feixisme estem tots junts!,Positivo,"['part', 'sempre', 'votaré', 'sempre', 'n', 'donguin', 'l', 'oportunitat', 'dret', 'dones', 'costar', 'aconseguir', 'feixisme', 'junts']"
1.070043849404412e+34,🗞️ @InesArrimadas condemna l’escarni a @manuelvalls i adverteix: “Qui utilitza la violència per intentar callar o intimidar a qui no pensa com ell està atacant a la democràcia”  https://t.co/glnCvgbZfg  #ActualidadCs https://t.co/cwIsEoQ5RI,Negativo,"['condemna', 'l', 'escarni', 'adverteix', 'utilitza', 'violència', 'intentar', 'callar', 'intimidar', 'pensa', 'ell', 'atacant', 'democràcia']"
1.0439515498217349e+34,"Pregunto: si uns jutges poden dir en un xat de 5.500 persones que els indepes som Fills de Puta, els indepes podem dir que alguns jutges són Fills de Puta? Ès per a un amic",Negativo,"['pregunto', 'jutges', 'dir', 'xat', 'persones', 'indepes', 'fill', 'puta', 'indepes', 'dir', 'jutges', 'fill', 'puta', 'ès', 'amic']"
1.0961000520225012e+34,"@queraltcm parla del cas italià i de com es van adonar de com les famílies més humils, un cop tenien més informació sobre el sistema educatiu i les possibilitats formatives, eren més ambicioses per l’educació dels seus fills. #PerQueApostem",Negativo,"['parla', 'ca', 'italià', 'adonar', 'famílies', 'humils', 'cop', 'tenien', 'informació', 'sistema', 'educatiu', 'possibilitats', 'formative', 'ambicioses', 'l', 'educació', 'fill']"
1.1040808702505615e+18,@Dom70Bcn @csaune @HiginiaRoig @albaonmyheart @DavidAC1966 @outsiderthor @vincasibaladres @M8ntserrat73 @antifeudalista @voluntatdeser @Eloiwin @cauteixonera @orenetarepublic @carmenboschmar2 @Bcn_Carme @carme_republica @__CarmenLopez @Avia__Maria @MariaTag2011 @ABalagu @Altafaja1P @DLRSCAT @JoseMar72168618 @Esquitx17 @RoserRoses @Rosa59635303 @ElisaRo16596515 @josegea1965 @genoveva_sousa @MnicaRebullCome @MasRoig @NinetaCat1 @SrSpoc @ter_roger @MLluisaBarrera @NinetaAltreCop @suriCATreus @ninuandres @manguelita @EvamolloNov @euroeuropa @skidipawnee @RataDesletrada @mmillanclosa @indy_catalana @albertdmcat Sempre amb ell 🎗️🎗️🎗️🎗️🎗️#TotsAmbTrapero #OrgullMajorTrapero #ElMillorCapDelsMossos #NoEstasSol #JudiciFarsa #judicialademocracia #VagaFeminista #VergonyaJusticiañola #VergonyaIFasticInfinit https://t.co/cnAOuGFk5a,Positivo,"['sempre', 'ell']"
1.0428777060257546e+18,Aquell dia quelcom es va trencar...va ser l’inici d’una nova etapa...un nou sentiment!Hi vam ser i hi tornarem a ser...no ens aturarem!Tossudament alçats...per ells/es... per la llibertat...per la República!...per Catalunya!#democracia #persistim #LlibertatPresosPoliticsiexiliats https://t.co/4NL63I9xB5,Positivo,"['dia', 'trencarva', 'l', 'inici', 'd', 'nova', 'etapaun', 'nou', 'sentimenthi', 'tornarem', 'serno', 'aturaremtossudament', 'alçatsper', 'ell', 'llibertatper', 'repúblicaper', 'catalunya']"
1.10366226265557e+18,@RaiLopezCalvet @Virgili7 @KRLS Jo vaig col.laborar i després vaig portar els.meus pares a votar que ja són grans. Ma germana gran va passar la nit a l'escola i el.meu germà petit estava a aquelles escoles que no obrien l'1O i informava a on podien anar a votar. Som 12 membres culpables,Positivo,"['collaborar', 'portar', 'elsmeus', 'pares', 'votar', 'gran', 'germana', 'gran', 'passar', 'nit', 'lescola', 'elmeu', 'germà', 'petit', 'escoles', 'obrien', 'lo', 'informava', 'podien', 'votar', 'membres', 'culpables']"
1.1030907326533755e+34,RT @MontseRepublica: @324cat Imatge de l'1 d'octubre nens al mig de l'espuma del Fairy fent de Muralla humana. Que tràgic! https://t.co/jdd…,Neutral,"['imatge', 'l', 'doctubre', 'nens', 'mig', 'lespuma', 'fairy', 'fent', 'muralla', 'humana', 'tràgic']"
1.092017647397552e+33,"@jcanadellb @jurgddb @KRLS @JordiMonros @PrimariesCat @JordiGraupera Li dona suport a un candidat que és del @Pdemocratacat, i acaba de fundar la @CridaNacional. Lluny dels partits i més aprop del poble? 😅",Negativo,"['dona', 'suport', 'candidat', 'acaba', 'fundar', 'lluny', 'partits', 'aprop', 'poble']"
1.0988669057319936e+34,RT @PoliDisidente: Hi ha més dignitat i humanitat en 44 segons d'en Quim que en tota la vida del  senyor  Arcadi Espada. https://t.co/QbYjl…,Neutral,"['dignitat', 'humanitat', 'segons', 'den', 'quim', 'vida', 'senyor', 'arcadi', 'espada']"
1.0978885457236953e+34,Debat al Regne Unit i França sobre el possible retorn de tres dones que es van unir a Estat Islàmic i ara volen tornar a casa amb els seus fills https://t.co/mD2w04805e https://t.co/7hM5JD6mx3,Neutral,"['debat', 'regne', 'unit', 'frança', 'possible', 'retorn', 'tres', 'dones', 'unir', 'islàmic', 'ara', 'volen', 'tornar', 'casa', 'fill']"
1.0959705005332112e+34,"RT @Aurora_bettan: @elsa_artadi O sigui, tia, en serio. M'ho jures per Snoopy o que, tia? Que fort, tia!",Negativo,"['sigui', 'tia', 'serio', 'mho', 'jures', 'snoopy', 'tia', 'fort', 'tia']"
1.102514545854165e+33,"Nieto diu que els @mossos van posar com a 'excusa' la presència de nens i persones grans a les escoles' per justificar la seva 'innacció' l'1-O. Així constava en la pauta de la policia catalana a la qual Nieto i Pérez de los Cobos, llavors, no van posar objeccions. https://t.co/noq5d9Fn29",Neutral,"['nieto', 'diu', 'posar', 'excusa', 'presència', 'nens', 'persones', 'gran', 'escoles', 'justificar', 'innacció', 'lo', 'constava', 'pauta', 'policia', 'catalana', 'nieto', 'pérez', 'los', 'cobos', 'posar', 'objeccions']"
1.103720467888816e+34,El cartell amb què Podem ha anunciat la reincorporació d'Iglesias no li ha agradat ni a ell ni a altres membres i seguidors del partit https://t.co/HWvBlRXdzm,Neutral,"['cartell', 'anunciat', 'reincorporació', 'diglesias', 'agradat', 'ell', 'membres', 'seguidors', 'partit']"
1.0960407696962927e+34,"El que no es veu per TV: com l’advocat de @quimforn segueix l’interrogatori amb total atenció i els gestos d’aprovació al seu client. També la dona de l’acusat, concentrada en les paraules de l’exconseller. https://t.co/JcXUrAlyT2",Neutral,"['tv', 'l', 'advocat', 'segueix', 'l', 'interrogatori', 'total', 'atenció', 'gestos', 'd', 'aprovació', 'client', 'dona', 'l', 'acusat', 'concentrada', 'paraules', 'l', 'exconseller']"
1.1034036530781103e+34,"Histèric está el noi...  ...no se si s'ha tallat el cabell, o se li està inflant el cap... https://t.co/Llz8xQPn7n",Negativo,"['histèric', 'está', 'noi', 'se', 'sha', 'tallat', 'cabell', 'se', 'inflant', 'cap']"
1.102577645416579e+34,"Atenció! Aforament complet a l'acte de demà al @cececebe: 'Ciberviolències i participació política de les dones'. Podreu seguir l'activitat per streaming al canal de Youtube de @pikaramagazine! 🎉 Amb @FondoCalala, @FrontLineHRD i @Laia_Serra_... #InternetFeminista https://t.co/E7n8YkVxZz",Neutral,"['atenció', 'aforament', 'complet', 'lacte', 'demà', 'ciberviolències', 'participació', 'política', 'dones', 'podreu', 'seguir', 'lactivitat', 'streaming', 'canal', 'youtube']"
1.1023700453957222e+18,Avui fa 43 anys de la massacre de Vitòria. Un dels responsables de la matança va ser el ministre franquista Martin Villa (oncle del diputat @Nmartinblanco de C's).  4 assassinats a l'acte i més de 150 ferits de bala per fer una assemblea de treballadors en una església #NOESPOT https://t.co/fkmv9GUmdG,Positivo,"['avui', 'anys', 'massacre', 'vitòria', 'responsables', 'matança', 'ministre', 'franquista', 'martin', 'villa', 'oncle', 'diputat', 'c', 'assassinats', 'lacte', 'ferits', 'bala', 'assemblea', 'treballadors', 'església']"
1.1035693666695536e+34,Respecte a aquesta gran dona condemnada una dècada a presó per avortament involuntari de la seva filla nascuda morta a El Salvador. Ja és lliure però ha fet de l'alliberament de les seves companyes preses la seva causa. Dones com ella han de marcar la pauta i ser exemple #8M https://t.co/e93EkB9wpo,Negativo,"['respecte', 'gran', 'dona', 'condemnada', 'dècada', 'presó', 'avortament', 'involuntari', 'filla', 'nascuda', 'morta', 'salvador', 'lliure', 'fet', 'lalliberament', 'companyes', 'preses', 'causa', 'dones', 'ella', 'marcar', 'pauta', 'exemple']"
1.1039251787848705e+34,RT @AstroxRepublica: El primer programador de la història fou una dona: Ada Lovelace. https://t.co/QmdEoBu1Ls,Negativo,"['programador', 'història', 'fou', 'dona', 'ada', 'lovelace']"
1.096173646542979e+18,M'ha emocionat aquesta referència a  El nom de la rosa ... Gallina de pell. És així.  Riure deforma la cara dels homes i els converteix en micos!!  I Guillem de Baskerville respòn  Els micos no riuen  Brutal! #Independència #JoAcuso https://t.co/BcGD9RSZNG,Positivo,"['mha', 'emocionat', 'referència', 'nom', 'rosa', 'gallina', 'pell', 'riure', 'deforma', 'cara', 'home', 'converteix', 'micos', 'guillem', 'baskerville', 'respòn', 'micos', 'riuen', 'brutal']"
