Texto_preprocesado,Sentimiento
No he oblidat k avui és el Dia internacional de la  Però a l’Estat espanyol no es pot commemorar res de democràcia ben poca    ,Positivo
Cuixart  Ni la presó ni lexili poden condicionar els passos a seguir  ,Neutral
Es reprèn la declaració de Manuel Castellví excomissari dinformació dels  Segueixla aquí en directe      ,Positivo
Encarem la setmana del  en un país amb molts actius on el capital més gran són les persones Donem la benvinguda a qui vingui a  durant el Mobile   ,Positivo
Diguin el que diguin sí que hi ha alternativa al saqueig i les retallades unitat del 90 Pels nostres drets i llibertat  ,Negativo
Els jutges tenen un xat on per preparar les vistes vexen independentistes sempre per sentit dEstat   ,Positivo
Amb tota la raó del món Seguirem defensant la llibertat dexpressió i la democràcia  La voluntat del poble es guanya i sexergeix Somhi ,Positivo
Si no hi ha cap sorpresa de darrera hora Albert Rivera ungirà Inés Arrimadas com a candidata de Ciutadans a les eleccions espanyoles La cap de l’oposició fa el salt a la política espanyola  Lúltima de   ,Positivo
   Passa que a les manis ginkana em comporto igual ni samarretes ni punts ni trams ni res Hi vaig i crido La resta em sembla folclore En aquesta ho veig pitjor pq ens categoritzem i ens classifiquem quan i ho dic amb el cor  considero que som tots igual,Negativo
Contra la violència i la incultura   el   No pots faltar Deixarem que qui ens va atonyinar l1O vinguin a celebrar la seva violència No davant les institucions que ens representen  ,Positivo
  Atacats per dos esprais de colors Seeeenyu miri que fan els indepes,Negativo
  Sánchez confon Torra i als partits independentistes amb tota Catalunya el que hauria de fer és escoltar a tots els catalans No es pot dialogar amb qui diu que sha datacar lestat que té com a referència la via eslovena  ,Negativo
 Els observadors d’Internacional Trial Watch manifesten que el 12 de febrer “seran a la porta” del Suprem ,Neutral
ATENCIÓ  SanitarisxRep necessita a Professionals mobilitzats i preparats per demà   Qui tingui disponibilitat per demà que envii DM Missatge Privat  Titulació Disponibilitat  RT PLEASE,Positivo
 Va servir per putejar al PSG no em sembla una cosa menor,Negativo
interessant fil    ,Positivo
  Experimentat en què En “arrimarse al sol que más calienta” en passarse per l’arc del triomf la separació de poders en fer el ridícul amb ballaruques quan no toca Apa va És un miserable aprofitat que veu com se li acaba el viure del “cuento”,Negativo
Sincerament pregunteu qui autoritza les manifestacions feixistes a Catalunya Pregunteu qui és que no fa el que va comprometres a fer Si de veritat sestigués fent la república el govern no hauria permès cap manifestació ultraespanyolista ni de  a Catalunya,Negativo
9 persones han passat una nit més entre reixes per haver defensat el mandat sorgit de les urnes    Us reivindiquem cada dia fins a la vostra llibertat   ,Positivo
El procés d’independència essencialment popular sempre s’atura quan els partits han de decidir la propera jugada mestra Com es presentaran a les eleccions generals   I ara de veritat per què fem veure que tenen el monopoli de representació dels 2 milions d’independentistes,Neutral
 Quieren apropiarse de Catalunya para lucrarse a costa de tanta oveja supremacista,Negativo
A Catalunya sha avançat en privatitzar la sanitat igual que a Madrid El que ens interessa és unirnos amb la marea blanca que a Madrid ha aconseguit aturar la privatització Tenim uns mateixos interessos  ,Negativo
La reacció del jutge del Tribunal Suprem espanyol quan Antonio Baños es va negar a contestar les preguntes dels feixistes de Vox  La justícia espanyola és un règim basat en essències i autoritarisme il·legítima i inútil per al Poble català   ,Positivo
Us presento una mala bèstia mentidera la declaració de qui manté a la presó els nostres representants polítics i socials ,Positivo
 A saber Avui per tu demà per mi És així de fastigós el sistema Això si són tots molt patriotes i mucho españole i apliquen el 155 sense rubor i amb una rapidesa inusual,Negativo
Veneçuela un acte de fe per a chavistes i opositors  ,Neutral
RT  AP7 de  Cerdanyola a Barberà gtnord per una topada  ,Neutral
 Vols dir que no anem a un govern espanyol de PSOE i Cs,Positivo
Estupefacció a lOrganització Mundial Contra la Tortura en veure Vox al judici de l      via ,Positivo
Quin Desastre Una institució oficial de la república francesa o sigui el Consell Deparmental dels Pirineus Orientals penja llaços grocs a la façana de la seva seu  ,Positivo
 La declaració dOriol Junqueras des de Sant Vicenç dels Horts   ,Neutral
Creen un problema votem el 28 dAbril per Distreurens tot Diferint lobjectiu la independència amb Gradualitat  que se note el efecto sin que se note el cuidado  apel·lant la por a lultradreta Emocionalitat Culpabilitzant als que no segueixin lestrategia,Positivo
RT  Bona diada a tothom SALUT I REPÚBLICA     htt…,Positivo
MasterClass de populisme en 2 min arran dels pressupostos1 dir q la gent patirà molt 2 parlar d la DUI 3 fer un clam en favor del “presos polítics” 4 posar la por al cos amb l’extrema dreta 5 preparar pacte amb PSC lo d l’expulsió dl seu govern no ho menciona ,Negativo
RT  El  posa música a la radiografia del capitalisme de ‘Lehman Trilogy’   ,Neutral
    Jajajaja llavors en quina estadística sha basat el que diu que cada cop són més els indepes En les ganes,Negativo
La  reclama la dimissió de  i retreu lactuació dels Mossos després del «desallotjament» de lacampada independentista  ,Positivo
RT  A  dies de les  estem preparats per seguir transformant les ciutats i pobles de Catalunya ,Negativo
RT  I si duem tots el llibres forats amb paper groc   ,Positivo
Aute un gegant homenatjat amb tendresa per        Crònica del concert a lAuditori del Fòrum ,Negativo
Els Mossos com sempre al servei del patriarcat i del capital fins i tot saltantse la pròpia llei    també per combatre la repressió ,Neutral
Política discriminació immigració els resultats més rellevants de lúltima enquesta Òmnibus del CEO ,Neutral
RT  Ekaizer  Ladvocat de Forn ha desmuntat el relat de les acusacions   ,Positivo
Aquest matí hem signat el V Acord Interprofessional de Catalunya un pacte necessari que dibuixa i perfila el marc de les relacions laborals al nostre país Gràcies als agents implicats per l’esforç la voluntat de diàleg i d’acord ,Negativo
 Els nens a barracons pels presos  Tanquem plantes i hospitals pels presos  No paguem la dependència pels presos  No pujem l’IRPF a rendes altes pels presos  No donem els diners adjudicats a la violència masclista pels presos  No dotem mossos i bombers pels presos,Negativo
RT  VÍDEO Interrompen el president del Constitucional amb pancartes en favor dels presos polítics ,Positivo
José María EspejoSaavedra  No hi va haver un termini desmenes normal No van ser dies sinó només hores Nosaltres no vam presentar esmenes però sí reconsideracions    ,Neutral
La declaració de Rull i Bassa en el cinquè dia del judici del procés  ,Neutral
La vicepresidenta  participa amb la resta de diputacions a l’acte de constitució de la Mancomunitat Cultural que presideix la consellera         i  ,Positivo
Marchena accepta Zoido com a testimoni i accepta així la petició de la defensa de  No tenia cap sentit fer venir Rajoy i SSS i no al ministre del ram,Neutral
He signat la  per les 10000 expulsades de les Universitats públiques per culpa de les taxes abusives I tu Has signat    Segueix a  i uneixte per obligar el Govern a que compleixi amb el que s´ha aprovat al Parlament ,Negativo
Visites a les entrades de polítics a la Viquipèdia en anglès Puigdemont deixa molt enrere la resta inclòs Pedro Sánchez  ,Positivo
No si no volem fabular volem votar per comprovarho els que hi posen pegues per no saberho del cert són vostès ,Positivo
Capitalisme plàtans i el rei Kong Un nou i espectacular muntatge de l aquesta setmana al   diferents No us el perdeu   via ,Neutral
  Com sempre la mentira del majordom per limitar drets i llibertats i se’n riu dels presos politics quina vergonya quina indignitat i ignominia,Positivo
   El indepes votant amb el PP No es podia saber ,Negativo
  Penso que la possibilitat de prohibir la oposició és massa seductora No em fío del sentit de la responsabilitat dels partits de cap dells Un exemple els delictes dodi Bona idea amb bona intenció fins que sutilitzen per protegir al rei i a la policía de les crítiques,Negativo
RT  Els indepes que us esteu plantejant votar al PSOE per por a VOX us ho hauríeu de fer mirar ,Positivo
 Nosaltres ja estem a punt Ens veiem a la Diagonal de Barcelona Bona Diada a tothom    ,Positivo
RT    Fora feixistes dels nostres barris,Neutral
 EN DIRECTE    Manuel Marchena anuncia que la Sala rebutja lús del català   Resposta de  a   Resposta pròpia de principis del segle XX    Segueix AQUÍ el que passa al Suprem i a lantena de RAC1  ,Positivo
Qualsevol persona o organització que fa servir la violència per imposar les seves idees o per fer callar les dels que pensen diferent és un feixista ho faci en nom de qui sigui sota la bandera que sigui feixistes ,Negativo
La consellera de Salut Alba Vergés diu que Enric Millo no va demanar informació dels ferits de l1O    ,Neutral
RT   Pirates us presentareu a les eleccions generals del   Ho estem votant i el dilluns 25  sabrem el resultat  htt…,Negativo
 RàdioNo nono es jutja la democràcia sino uns fets MOLT GREUS  explica el jutje,Negativo
RT  Leurodiputat que va convidar Puigdemont i Torra denuncia intimidacions via  ,Positivo
RT  Los jardines de Luxemburgo Albert Edelfelt 1887 ,Negativo
RT  El dia que el secessionisme va creuar el Rubicó  Catalunya  EL PAÍS Catalunya  crònica d’unes…,Negativo
RT  Primeres càrregues a Via Laietana de mossos als manifestants independentistes  ,Positivo
Nestic segura que la policia espanyola mossos el 28 al matí ja tindran tancat laccés a la plaça StJaume i el 29 faran el passadís als seus companys Si és així proposo fer una acampada davant del parlament i no marxar fins que dimiteixi en bloc el govern de Catalunya,Positivo
Qui encara dubti que som una colonia  que es pregunti a quin lloc del mon que no sigui una colonia es permetria un homenatge a sadics paramilitars que van colpejar a ciutadans pacifics i desarmats que nomes feien cua per votar ,Positivo
El conseller ha demanat que no hi hagi més denegacions d’escortes al president o consellers fora de l’Estat fins a la reunió bilateral d’Interior prevista per al 4 de març ,Neutral
      La lluita contra l’autoritarisme arriba dins les institucions de la UE  ha impedit els drets de reunió i d’informació Ha pres una decisió ideológica quan ha de ser el president the tots els europeus no només de la dreta més radical ,Positivo
RT  Es reprèn el  amb linterrogatori a Joaquim Forn  ,Positivo
 Roger Torrent  No renunciarem mai a la facultat dels ciutadans de Catalunya de decidir sobre el seu futur Tornarem a votar      ,Positivo
Posem en marxa a la ciutat un projecte que combina la plena integració social de persones amb discapacitat la millora de la seva ocupabilitat i la recuperació de quioscos actualment en desús 2 daquests quioscos a  ,Negativo
        Lo de legislar y controlar al Govern ya tal,Negativo
  No el trobo a veure si em passas captura i el blocko,Negativo
   “El Parlament no està parat No estem en una situació normalitzada El primer que caldria és deixarlos lliures”      ,Neutral
 i quan ja tenen el passadís obert i els agents a dintre un desgraciat agafa dels cabells a una noia i larrossega mentres ciutadans atemorits li demanen que li deixin treure  Això es lo que demanava lordre judicial   ,Positivo
RT  Epp‼Concentració contra el judici a la democràcia 142 1930 Veniu vestits de negre  ,Positivo
Duran i Lleida retreu als independentistes seva negativa als pressupostos ,Neutral
  Em parto amb vosaltres formem un bon equip però sou uns cabrons ,Negativo
Diego Pérez de los Cobos  El 19 dagost vaig preguntar al comissari Ferran López què farien en cas que  evolucionés el referèndum Va dir que sempre obeirien els dictàmens judicials    ,Neutral
   Odi secular que ens professen TOTS els espanyols oi Colaboracionisme dels catalans De debò que alguns viviu en un altre dimensió de la realitat i quin mal que feu a Catalunya,Negativo
 Ets un bocamoll la Carme té molta més dignitat que tu ella va fer el que va dir tu no vas investir el president Puigdemont com vareu dir,Positivo
La gestió de laigua serà 100 pública a  a partir del 1012  i Mina hem arribat a un acord molt positiu que permetrà fer el traspàs del servei a la nova EPEL amb totes les garanties i de la manera més beneficiosa per a la ciutadania ,Negativo
No et perdis el vídeo amb els millors moments de  avui al Tribunal Suprem   “El referéndum no era un delito porque fue destipificado expresamente en 2005”  ,Positivo
Protesta feminista al Parlament Europeu durant un acte de Vox sobre Catalunya  ,Neutral
Nou persones entre líders socials i polítics com el meu pare són des de fa més de 10 mesos en situació de presó preventiva El seu delicte convocar un referèndum  El discurs d’Anna Forn a l  ,Negativo
RT  La UE es una puta vergonya son uns miserables   ,Positivo
  Hem intentat fins a última hora que el Govern es mogués cap als pressupostos socials que necessitem després duna dècada de retallades Sembla que el Govern ni governa ni compleix amb els compromisos per això cal que se sotmetin a una qüestió de confiança  ,Negativo
La secretària judicial del 13 ha demanat al Suprem que protegeixi la seva imatge quan declari dimecres com a testimoni El Suprem li ha concedit i només sentirem la seva veu Va sortir pel terrat de la conselleria d’economia el 20S ,Negativo
RT  Convergència PDeCat JuntsXCat Crida ,Neutral
   Una societat es trenca quan se senyala a qui pensa diferent Hem vist fa poc com uns senyors intimidaven al propietari dun local penjant llaços al seu negoci perquè no és independentista Això és molt greu no podem negar la realitat   ,Negativo
 Des de fa 4 dècades Espanya té com a valors principals la llibertat la justícia i la igualtat Defensem la Constitució que ens ha donat 40 anys de creixement social i econòmic i que alguns volen derogar  ,Negativo
Sabadell Caminades per la llibertat via   ,Positivo
Juan Antonio Puigserver  Recordo que el major Trapero vinculava lús de la força l1 doctubre a impedir agressions a ciutadans o agressions a les forces de seguretat    ,Neutral
Diego Pérez de los Cobos  En la reunió de coordinació del dia 25 hi havia un ambient complicat Només començar el Sr Ferran López recorda que són contraris al meu nomenament    ,Neutral
RT  Arrimadas anirà a Waterloo però rebutja loferiment de Puigdemont de reunirse  ,Positivo
M he perdut veure al majordom Pel que llegeixo m he estalviat un atac de mala hòstia de collons Ha complert amb el seu paper servil mentint si cal no AHÀ     ,Positivo
  mas chiringuitos de  i de  i més fumfumfum MARRULLERISME en estat pur ,Negativo
RT   amb tota la força i la violència no van aturar el referèndum No ho oblidem mai,Positivo
RT     On es comercialitza la roba d’aquesta dona valenta,Neutral
Com piular  manual per indepes 1 Escriviu un tuit 2 Coloqueu el dit a lIntro 3 Refreneu limpuls de prémer la tecla 4 Repaseu el codi penal 5 Verifiqueu que no podreu ser empresonats pel tuit 6 Modifiqueu si cal 7 Premeu Intro i que sigui el que déu vulgui,Negativo
    advocat de Marta Torrecillas  Millo shauria de disculpar pel que ha dit al judici   ,Positivo
RT  Tictac tictac Avui a les 9 al  vindràs ,Neutral
El conseller dInterior Miquel Buch sobre la declaració de Forn  Demostra a totes i cadascuna de les preguntes el relat fals que sustenta lacusació en contra del govern i dels Mossos    ,Neutral
Sacaba la sessió davui El judici es reprendrà demà a les 1000 seguint amb linterrogatori a Sebastián Trapote comissari en cap de la Policia Nacional a Catalunya i Ángel Gozalo general en cap de la Guàrdia Civil a Catalunya    ,Neutral
   No ho dubtis jo voto sempre indepe I de fet moltíssims dels meu tuits son per animar a tots els republicans que votin votin o votin,Positivo
 Felicitats quina millor forma de celebrarho   Molta feina per fer però millor estem que fa dos anys Tampoc era difícil Gaudim del moment orgàsmics els comentaris merengons  i seguim Aplaudint  el que calgui i denunciant quan calgui El Barça per sobre tots,Neutral
Avui es presenta  la primera coordinadora pel comerç just i les finances ètiques de Catalunya Reuneix       Benvinguda     ,Neutral
 El Batxillerat és molt hermètic però hi ha propostes    branques de Batxillerat esportiu o altres  Batxillerats orientats als Cicles de Grau Superior  Batxillerat de 3 anys  Detecció dels que estan a punt de fracassar i orientarlos  ,Negativo
RT  No podran res davant dun poble unit alegre i combatiu   Enllaçada popular   ,Positivo
VÍDEO  sobre l’acord en defensa dels diputats presos i a lexili “Tots els diputats mantindran els seus drets Hem fet un dictamen que diu que la interlocutòria de Llarena és inaplicable Posarem a votació la seva suspensió i la guanyarem   ,Positivo
 Es reprèn la declaració de Joaquim Forn responent les preguntes del fiscal Cadena   ,Neutral
José Antonio Nieto exsecretari dEstat de Seguretat  Això no era incompatible amb el manteniment de la convivència Vam fer un ús proporcional de la força    ,Neutral
  Igualment tindrà algun lapsus o alguna sortida èpica In Rajoy we trust,Negativo
 Entrevista a Diana Riba parella de Raül Romeva i candidata al Parlament Europeu “Marchena vol un judici ràpid”   ,Neutral
En aquesta vida nhe vist de molts colors Però una  vaga general  promoguda i alenada des del govern és als meus 60 anys tota una novetat El processisme intenta fer després de sis anys despectacle el  més difícil encara  com si tot Catalunya fos un gran circ,Negativo
 El Vila la caga El veritable sentit del tuit és això que li he respost  ,Negativo
RT   que diu amaya partit dominat x València  tampoc x tant que el Barça ha guanyat els 3 últims quarts,Neutral
RT  Puigdemont i Torra fan avui la conferència conjunta a Brussel·les malgrat la censura de Tajani ,Positivo
Malgrat la repressió constant daquest Estat demofòbic no ens aturaran   Perquè som moltes i som més    Perquè vam guanyar i tornarem a guanyar  combatives            ,Positivo
 Fora EU No ens serveixen absolutament per  res  Només es mouen per interessos la democràcia els importa ben poc encara que diguin ,Negativo
Adéu a la política no ha hagut rebelió com ja va determinar el tribunal alemany amb  la violència no va sortir dels ciutadans pacífics que la  i  va apallissar  via    ,Positivo
 doncs quan lhagis escrit el publiquem a  si vols No ho dic per dir Seria un plaer Salutacions,Negativo
José Antonio Nieto exsecretari dEstat de Seguretat  No em consta que els Mossos tanquessin cap col·legi electoral i tampoc  confisquessin cap tipus de material els dies previs al referèndum    ,Neutral
Estic pensant que magradaria molt que la república sigui una república de cultura musical  Crec que per començar estaria bé per exemple prohibirne el  Reggaeton    RT si estàs dacord    ,Positivo
RT  Ja sabeu Feu servir letiqueta  a les vostres piulades Merci ,Positivo
 El mandat democràtic de l’1 d’octubre se’l passen per l’entrecuixa Vergonya ,Negativo
Tots els que assenyaleu a  per dir la veritat ajudeu a destruir la democràcia i la convivència  No pagar milions a Hisenda a part de mentir a tots els conciutadans és delicte i sembla que no et preocupi gaire ,Negativo
Pren nota Millo no et fa vergonya  ,Positivo
  Prou bretxes  Prou violències  Prou desigualtats  VAGA LABORAL      ,Negativo
   L͎a͎ g͎e͎n͎t͎ n͎o͎ s͎a͎d͎o͎n͎a͎ d͎e͎l͎ p͎o͎d͎e͎r͎ q͎u͎e͎ t͎é         ,Positivo
Fixeuvos bé que el processisme us vol tenir tot el dia entretinguts i pendents de què diuen i fan els espanyols Perquè no mireu què no fan els que tenen el mandat de fer la independència Així és com anem mamant la condició de víctima que ens incapacita per a alliberarnos ,Positivo
El President  Puigdemont afirma que sempre hi ha l’opció de la DUI a falta de diàleg  vía    ,Positivo
Moltes gràcies a tot l’equip per un acte espectacular en temps récord Sou molt bons    i   I sobretot gràcies a tots els presos polítcs i exiliats   ,Negativo
Els que pensen que això de la independència va per llarg que mirin de no fer plans pels propers vuit o deu mesos Que no es digui que no vam avisar,Positivo
     Perdonano se si coneixes a cap funcionari de la Generalitat però el que diu aquest senyor és la veritatque no tagradi i vulguis viure a la mentida és problema teupero va ser així,Negativo
Gent d em critica per no anar a la manifestació Que faig Els hi dic quatre veritats o millor callo que avui és la Diada,Negativo
  MHP Torra  govern heu de fer canvis substancials Envieulos a Arxivar expedients tancats Prou excessos i impunitat ‍,Positivo
2022019 RETIRADA MASIVA DE PANCARTAS EN ESPACIOS PÚBLICOS Poboleda Arbolí Cornudella Escaladei Vilella Alta Vilella Baixa       ,Negativo
SalaiMartin esclata contra la líder de la formació unionista i li recorda que  ni ella ni els seus  han celebrat mai la Diada i no canten els Segadors al Parlament ,Positivo
 DIRECTE  MANUEL VALLS  “El Palau de la Generalitat l’Ajuntament o les conselleries han de ser neutrals han de ser de tots”    ,Negativo
No sé quan farem efectiva la República catalana però sí que tinc la convicció que el Regne d’Espanya no superarà la crisi econòmica política social i institucional que és a punt de rebentar,Positivo
Avui cap a Barcelona a pl Sant Jaume Lluitem Defensemnos Femnos notar Així canvien les coses sense por Els i les d ens necessiten Somhi gent  Al feixisme sel combat Prou impunitat Ara tots i totes    ,Negativo
RT   Penso que esteu veient un altre judici blanquejat totalment per als vostres acòlits,Negativo
Recordem que qui està bordant ara va ser jutjat per tortures    d´aquesta gent   i ho tornaria a ser ,Positivo
Jordi Sànchez piula abans de la tercera sessió del judici  Paradoxalment la política espanyola depèn del procés independentista I això anirà a més      ,Neutral
L’any passat vam decidir traslladar el  a Glòries impulsant una nova centralitat cultural i teixint aliances amb els creadors de 22 i Poblenou Avui es demostra que és un èxit i una mostra del que han de ser les Glòries del futur  ,Negativo
 Una abstenció del 32 dels independentistes que van votar a les altres espanyoles més l’abstenció habitual en què també hi ha indepes però que faríem tota nostra dona molt més que un simple 501 d’abstenció Un missatge clar tant per al món no volem ser governats x Ñ com,Positivo
Albert Rivera sobre els presos polítics  Si estan en la carcel por algo será  Passem del  A por ellos  al  Algo habrán hecho  La seva idea dEstat de Dret fa por Ajudans a lluitar pels drets civils Festen soci ,Positivo
La xarxa no es pot controlar Malgrat els defectes que te Twitter es la millor eina per difondre el missatge de lindependentisme i això els polítics no ho poden controlar es impossible ,Positivo
Dimarts l’ va recollir el Premi Solidaritat 2018 al Parlament El seu discurs d’agraïment hauria ser de lectura obligatòria a totes les escoles Mai tanta veritat entre aquelles parets ,Negativo
RT    Puigdemont  Qui aturarà que això no succeeixi en països on els dirigents autoritaris estan pujant”,Positivo
Trapote reconeix en el  que la Policia Nacional sabia que a les escoles hi hauria  grans quantitats de persones  durant l1O i que al final en alguns casos van ser  milers de persones  ,Positivo
 No acabeu amb el feixisme i el feixisme acabarà amb vosaltres No defenseu la democràcia i la llibertat del poble català a decidir i el poble sen recordarà de vosaltres,Positivo
 Gracies Sr  per la seva intevenció aquesta tarda a TV3 ventilant i refrescant lambient de la tertulia i als tertulians i sobretatot a la resposta contundent i més que fina al tertulia homonim  per cert ja nhi ha prou de ManchonFinas i CañasPROU,Neutral
 “La Sra Colau s’ha convertit en l’altaveu dels separatistes vol convertir la ciutat en un apèndix de l’independentisme” ”Al nostre país hi ha democràcia hi ha llibertat tenim separació de poders No hi han presos polítics” ,Negativo
 La DI va ser la resposta al mandat popular del 27S i de l   Ni és delicte votar en un referèndum ni promoure la Independència de    Diàleg sempre i així hem actuat i així actuarem      ,Positivo
Nosaltres no hem de demostrar res Sempre hem tengut voluntat de negociació Qui ara ho ha de demostrar tot és el nou govern espanyol La pilota és al seu terrat Si no tenen capacitat o voluntat de pactar res hem de deixarlos en evidència davant el món I arribar fins al final,Negativo
Vet aquí lindependència judicial del Reino de España   Lestat s’esta retratan tot sol   Cada dia un nou escándol  ‍ Felicitats  Sou una fabrica de nous independentistes Gràcies      ,Positivo
Presó preventiva no   Supremacistes tampoc   “Hi ha una llavor a la societat catalana que permet fer canvis que no es poden fer a la resta de l’Estat Per què això passa a Barcelona i no a Madrid   15M les mareas la PAHno caben los  Hola eh    ,Negativo
  Com rebutjeu a quealsevol que no us fa les performances o segueix el joc Quin fàstic,Negativo
Com que hi hagut majoria del si a finals de Març aniré preguntant quan voleu fer la quedada i que fer Gràcies a tots per votar  ,Neutral
Una enquesta preveu una patacada de ciudadanoscsa les generals ,Neutral
VÍDEO 120 93 431 Ball de xifres de les autoritats espanyoles sobre el nombre de policies suposadament ferits l1O  ,Negativo
Ara sí que sí  Si pretenien que el Poble sortís a  encara amb més determinació i empenta ho estan aconseguint amb el desallotjament de      ,Negativo
Com a independentista que he desconnectat de Ñ no acostumo a opinar de temes de política espanyola però la depuració ideològica q vol fer Vox em sembla una barbaritat tant gran q no hem de permetre  ,Negativo
Manel Castellví  Si apareixia algun vehicle de Guàrdia Civil o Policia Nacional savisava el centre de coordinació    ,Neutral
Commoció als EUA després de la revelació duna senadora un oficial superior em va violar quan jo era pilot a les Forces Armades  ,Neutral
Jo vull agrair a  que admeti que som una nació cultural Serem nació política si aconseguim la independència i per això la volem però ser una nació cultural és la qüestió veritablement fonamental Espanya per exemple no ho és ,Positivo
RT   Puigdemont proposa una mediació internacional per a negociar un referèndum amb Espanya ,Negativo
RT   Fins a la República lluitarem i tenim dret ‼‼‼‼‼‼ ,Positivo
Sánchez seguirà aprovant decrets malgrat els recursos de PP i Cs davant la Junta Electoral ,Neutral
RT  El president  Puigdemont demana una llista unitària de lindependentisme a Barcelona ,Positivo
No entenen res Detesten i xiulen els llaços mentre aplaudeixen una monarquia arnada i bruta No hi ha millor esclau que aquell que defuig la llibertat  Gràcies Lluc Castells i Alfons Flores per tanta dignitat     ,Positivo
Vull afegir q el va posar unes notes a peu de pàgina q va dir  no poso el nom de franco es majúscula pq no mereix No és un error tipogràfic escolli per consciència,Neutral
  Crec que vas errat en aquesta qüestió Joan No pregunto en cap opció de les 4  a qui votaràs  pregunto com pot afectar la posició presa per ERC  de cara a la teva decisió danar o no anar a votar  Salut ,Positivo
Alguns encara viviu al 1714 Com sembla ,Negativo
1 A nivell polític ens trobem en un moment turbulent i dalta incertesa  En aquestes condicions no té sentit fixar un full de ruta rígid però sí que té sentit dibuixar escenaris polítics i definir estratègies que ens facin avançar cap a la República  FIL,Positivo
No esteu sols  ha dit   serà un camí llarg però us puc assegurar que hi haurà un nou estel a la bandera dEuropa     ,Positivo
RT  Segons Diego de los Cobos shavia de parar el referèndum per sobre de com ferho   Si calia matar també,Positivo
Ja deia jo que el 20S era molt loqui Era tot el show de Truman ,Neutral
Aquesta es la realitat si denuncies un assetjament sexual dun superior en aquesta institució Marxar com un gos cap a un altre departament com una culpable i amb por de perdre la feina Aprofito per remarcar que tot i que treballo amb polítics,Positivo
 “Ha destruit una prova” “Ridiculitza al fiscal” Mare de Déu Es el que té retransmetre el judici Arriba qualsevol i emet judici propaganda i sentència com a bon lletrat De veritat no us fa vergonya,Negativo
Antoni Bayona  Quan el TC va començar a aplicar les mesures dexecució ja va començar a advertir els membres de la mesa que paralitzessin segons quines iniciatives    ,Neutral
 President el que heu de fer és investir  Puigdemont el dia de la sentència al presos polítics que ell aixequi la suspensió de la declaració dindependència i el poble la defensarem Confieu més en el poble,Positivo
A les 10h arrenca el ple municipal del febrer   El govern d’Ada Colau posposa la votació de la funerària pública per falta de suports ,Positivo
La TV basca destapa la corrupció a lexèrcit  de mandos militares y políticos  Caram caram caram amb ñolandia i els seus súbdits  ,Positivo
   El partit que va portar una dona com a cap de llista a les eleccions catalanes i que a més va guanyar les eleccions va ser Cs amb   a ,Negativo
Sí sobretot en la part aquella que diu que la llei de transitorietat jurídica era només una mesura de pressió política per establir una negociació amb lEstat res de ferla efectiva o executarla Quin triler mentider estafador i a sobre laplaudiu ,Positivo
Imatges com aquesta em fan pensar que a la BRIMO nhi ha que és senten molt còmodes colpejant en vertical i cap al bàndol independentista És el problema de tenir uns  que mai van fer una selecció com cal al cos de  El llirisme català ,Positivo
La  planteja lopció de NO votar a les generals Seria la possibilitat q té el poble de no haver de demanar q no aprovin pressupostos I x contra cedir tot el poder a lunionisme Clar q el poder de Madrid NO EL VULL PAS Què en penseu,Positivo
Orgullós  de pertànyer a un partit amb un projecte suficientment fort i sòlid  com per a no cedir a les pressions d’altres que sense projecte segueixen a la deriva   Volem la  de la  perquè som l’Esquerra Republicana de Catalunya  ,Positivo
Repassem les  3⃣ El rebuig dels pressupostos de lEstat deixa en laire moltes de les mesures econòmiques previstes pel govern de Sánchez ,Neutral
Diego Pérez de los Cobos  La Junta de Seguretat va ser kafkiana Sent com és paritària la va convocar el president de la Generalitat unilateralment    ,Neutral
 President  agraïm la trobada us prenem la paraula i vetllarem perquè el  faci realitat aquest compromís  vol acabar amb els desnonaments i la pobresa energètica Tenim les eines És una qüestió de voluntat política aconseguirho  ,Neutral
L’admiració i l’amor de la Mariona pel seu avi ha tingut una resposta immediata i massiva En Ferran de 83 anys fa de tot toca el piano aprèn anglès fa dictats en català llegeix i és voluntari al menjador social de Granollers   ,Neutral
  Sí dacord En tot cas de poc demòcrata a feixista hi ha un bon pas,Negativo
 ‼ ATENCIÓ   Boye demana «lluitar a mort» al judici contra el procés perquè «construirà la revocació a lUE»  El judici serà al novembre i la Fiscalia no rebaixarà les acusacions  Defensar als polítics és defensar a tots els catalans  ,Positivo
  Per què és important reforçar la coeducació  via  ,Negativo
El conseller dInterior remarca que fins dijous passat el govern espanyol sempre havia autoritzat lescorta del president Torra a lestranger ,Neutral
Roger Torrent  El conflicte entre Catalunya i lEstat només se solucionarà amb la celebració  dun referèndum Tornarem a votar jo tornaré a votar    ,Neutral
Plàcid Masvidal  Ara que  parla dun nou 9N i de cara a la campanya de venda de motos pel  és bon dia per fer memòria   La diferència entre 9N i 1O és que el resultat que surti nosaltres laplicarem perquè el considerem ,Negativo
RT  L’assessina es la crush de la Ran ,Neutral
Fa goig sentir ara parlant els indepes sobre com de bé que va el juí ara sembla que la justícia espanyola si funcionaQuines coses ,Negativo
   Bla bla bla bla  Frena la teva frustració Fas pena  ELS VIOLENTS VOSALTRES com TU MOLT BÉ DEMOSTRES ara   I escriu bé el català Segurament ni ho ets,Negativo
RT  La pregunta a la Marta Rovira de  El president Puigdemont es un traidor a qué bé  ,Positivo
