Texto_preprocesado,Sentimiento
Los blanqueadores de dictaduras están entre nosotros Son el papa Zapatero Podemos Si algún día la democracia vuelva a Venezuela no será gracias a ellos Que esta lista sirva para recordar sus nombres ,Negativo
RT  El Gobierno defiende la mesa con los independentistas para hablar del  futuro de España  ,Negativo
Somos conscientes que estos presos políticos están encarcelados y  juzgados en españa por dar a  el derecho a votar   Jordi Turull  Hoy llevo un año en prisión      ,Positivo
Begoña Villacís con su sociedad no declarada y Santiago Abascal viviendo toda su vida del cuento son la clase de políticos que necesita España faltaría más,Positivo
¿Por qué es conocido este hombre a parte de apoyar a los separatistas  1 Por decir que Fidel Castro pasará a la historia como una figura del calibre de Mahatma Gandhi o Nelson Mandela  2 Por su revisionismo histórico a favor del régimen nazi Está denunciado por UN Watch,Negativo
 Perfiles como Cris La Perrita Reportadora practican la persecución y represión por motivo de ideología política contra los que ellos llaman los  reds  rojos de izquierdas y los  yellows  independentistas Ésto no sería posible sin cómplices dentro de ,Positivo
Sabía yo q al final lo d Alsasua terminaría siendo 1 pelea entre amiguetes y por cierto donde están las féminas defendiendo a las novias agredidas d los GCLa manada usó violencia por intimidación pero en el 1O todo sonrisasAsi razona la izmierda  ,Negativo
Na Argentina o povo lutou e impediu não ficaram batendo palmas p a própria miséria como faz os Bolsominions  É isso Argentinos não baixaram a cabeça muito menos ficaram hipnotizados ,Neutral
  Quien pacta con los independentistas pactan con los responsables que han convertido esta Cataluña de hoyirreconocible llena de prejuiciosodiomanipulados y reflejo de conflicto social,Negativo
El verdadero y más grave terrorismo  lazi  Ésto le hacen a los críos  indefensos ante el adoctrinamiento salvaje Sus maestros los utilizan para construir la guerra del futuro Ni jueces ni políticos los protegen     ,Negativo
   No sólo no tenemos un sólo programa en castellano sino que la TV de todos no muestra la pluralidad política ideológica y social de Cataluña Llamando a los presos  presos políticos  a Puigdemon  President exiliat  y haciendo una continua propaganda del Procés,Negativo
   Condena de Atutxa La misma aberración que los juicios políticos de Madrid actuales,Positivo
Llegó el día Venezuela Tomamos las calles estamos en en todo el país Un 23 juramos luchar por la libertad de  Venezuela Un 23 cumpliremos con nuestro deber  ,Neutral
Torra no es Cataluña Torra es el separatismo El diálogo de Sánchez con el Govern de la Generalitat es  ceder ante el independentismo    ,Negativo
Su mejor defensor es su hermano cae bien a todo el mundo No sé cómo no se dan cuenta que Maite la perjudica muchísimo sin querer si pero la perjudica ,Neutral
Irene Lozano se equivoca diciendo que el procés catalán es como una violación Si así fuera Oriol Junqueras y todos los políticos catalanes estarían en libertad como todos los miembros de la manada,Positivo
RT  Como eu queria estar agora  ,Neutral
La duodécima tercera sesión del jucio del procés independentista en Catalunya empezará a las 1000 horas con la declaración del comisario de la Policía Nacional Sebastián Trapote ,Neutral
VÍDEO Así sabotean manifestantes indepes a los medios de comunicación de ámbito nacional ,Negativo
RT  Con los buenos días hay vida fe y esperanza a pesar de la vileza de los hermanos siniestros   ,Neutral
RT  Torra carga contra la Eurocámara por permitir la conferencia de Vox y no la de Puigdemont “Es una vergüenza” ,Negativo
 Begoña Villacís candidata de Cs a la alcaldía de Madrid ocultó una sociedad patrimonial de  2 mill€ y se saltó los estatutos de su partido y la ley de transparencia  Por eso yo voto a Unidos Podemos  Sí se Puede  ,Positivo
 Ana mira ABC  Boom  se plantea elecciones o cuestión de confianza Aún baterá récors puede q crea q aunque no le aprueben los PGE los indepes no quieren  a la derecha Y sí la quieren  más lío  Se irá perdiendo moción PGE y los peores resultados Psoe 3 veces,Negativo
Hoje é dia da nação colorada reverenciar esse multicampeão Parabéns  Relembre a trajetória desse monstro da camisa 3    ,Neutral
  Estas comparando a los independentistas con los judíos En serio Cada día que pasa os supierais vaya secta,Negativo
Soraya Rodríguez abandona el PSOE per lacostament de Sánchez amb els independentistes ,Neutral
De ser cierto esto van a investigar ó destruirán las pruebas como hicieron con los trenes     Sujetos vinculados a la embajada marroquí  intervinieron en el 11M denuncia Villarejo al juez ,Negativo
El presidente de Turquía Recep Tayyip Erdogan acusa a Estados Unidos y la Unión Europea de desafiar a la democracia al querer desalojar a Nicolás Maduro como mandatario de Venezuela ,Positivo
 España q queremos os necesita necesita el empuje de los autónomos Nunca mas los autónomos deben quedar atras  ,Positivo
 Estén en la cárcel que esten Un abrazo para todos los presos exiliados y represaliados políticos del estado española todos Noche a noche siempre con todos vosotros           ,Positivo
Se a mídia for entrevistar Bebiano precisa decidir se vão falar de candidaturas laranjas que envolvem todos os partidos ou de quebra de confiançaque foi a causa da queda de Bebiano ,Neutral
 Con indepes y terroristas no y si no llegaban pues haberlo ganado en urnas No es tan complicado,Negativo
Marlaska pasará a la historia como  el acercador de presos  gran huella política No ha encontrado una forma de acercar a las víctimas de ETA y sus cómplices con sus familias Traidor y cobarde ,Negativo
                                                  Qué patético eres si eso lo haces tú Con los cromitos Goebbelsno puedes evitarlo eres un Nazi y persigues indepes,Positivo
Alsina ¿Usted se fía del Tribunal Europeo de Derechos Humanos Torra Sí me fío por supuesto Alsina Ahí usted ya tiene experiencia Torra Eh ¿Por qué Alsina Porque ya recurrió la sentencia del Estatut y le rechazaron el recurso  ,Negativo
Sánchez no cierra la puerta a pactar de nuevo con los independentistas tras el 28A  Todo un un ejemplo manifiesto de negocio para vivir por el CARETO LUEGO TU DEBES 1€ A HACIENDA Y TE FORRAN A INTERESES DE  SANCION PATETICA ESTA SITUACIÓN DEL  TESIS ,Negativo
   Recuerda que “están” independentistas no lo son  Tendríamos que preguntar a cada uno de los candidatos de Esquerra por su volubilidad en esta cuestión Es muy importante,Positivo
Esto  es lo único que les importa Cataluña o sino Venezuela que ni es de aquí El resto de problemas parorecortessubida de la luzles importa una   Casado llama a los votantes de Cs y Vox a que elijan el PP en el Senado para una aplicación dura del 155 ,Positivo
  Y que hubierais querido los  españoles  Se valiente y suéltalo Mi padre de 68 años nacido en Extremadura fue a votar  NO  aquel 1 de octubre Y mi hermana fue con su hijo de 3 años por entonces Te hubiera gustado que nos reventaran la cabeza por votar Eres un asco de persona,Positivo
Ese “espacio” era un espacio estrecho confinado por el catalanismo Sin duda la realidad ha puesto en evidencia su carácter limitado Ambos políticos han evolucionado en sus planteamientos personales Habrá que ver hacia dónde y hasta dónde ,Negativo
Escuchen a Millo en el  imágenes de propaganda que no eran ciertas que pese a los desmentidos siguen dando vueltas por el mundo y se asumen como verdad lo que no quita de los antidisturbios como es habitual repartieran a base de bien,Positivo
El relato del Coronel Pérez de los Cobros dejando desde el principio en evidencia a Forn Trapero y los Mossos Que se sepa con luz y taquígrafos el comportamiento infame de aquéllos antes durante y después del referéndum,Negativo
 Yo tb estoy con la democracia Del derecho a decidir los 40 millones de españoles en todo caso de una forma bajo el marco legal   No hay presos políticos salvo Raúl Macías Y sus presos están en  prisión pq habían antecedentes q confirmaban el riesgo de fuga el club de waterloo,Negativo
 Onde Marighella NÃO será visto cinemas de todo Brasil  Onde poderá ser visto invasões do MSTMTST CUTUNEOAB sedes do PTPsol Instituto Lula ainda existe hospícios  A Paris Filmes não quer lançar sabe q o cidadão de bem não pagará para ver porcaria esquerdopata,Neutral
¡Estamos cansados ¿Que por qué queremos una reforma administrativa y crear  porque ya no podemos más porque se nos ha agotado la paciencia porque NOS ESTÁN ROBANDO porque nos están amargando la vida y así no se puede vivir ¡Que broma ni qué broma ¡Tabarnia ya ¡ya ,Negativo
DIRECTO   No cerramos los colegios porque la interlocutoria decía que solo se debían cerrar si había actividades sobre el referéndum  ha dicho  ,Neutral
Contundente foto y titular del Tageszeitung “¿Una nueva dictadura franquista Juicio a los líderes políticos catalanes ,Positivo
Cs ese partido que  pacta con Vox en Andalucía llama  presidente legítimo  a un golpista venezolano  Se pone loco porque el Gobierno se siente a hablar con los nacionalistas catalanes   Viñeta de     ,Positivo
RT  Hay que desnazificar de nacionalismo vasco Navarra  vía ,Negativo
Qué vergüenza El linchamiento del mosso que dijo “La república no existe idiota” ,Negativo
Agora sobre o caso o Bebianno  Vamos supor na pior das hipóteses que tenha sido uma atitude desastrada do clã Bolsonaro e que Bebianno tenha sido injustiçado   Ok nesse caso o governo teria errado  E DAÍ    Qual é a GRANDE CRISE  Bebianno é protagonista desde quando,Neutral
Puigdemont sobre Junqueras  Asistimos a un discurso de grandeza política   ,Positivo
RT  Jornal Nacional não verifica fonte e noticia  de perfil falso do General Augusto Heleno  220219 ,Negativo
 «El repunte del fascismo no logrará acallar la voz de los sin voz y no podrá ahogar las ansias de libertad de nuestros pueblos Lo único que conseguirá es reafirmarnos en nuestras convicciones»    en la presentación de la candidatura  en Madrid ,Positivo
RT  La Patria son l pensionist l estudiantes l profesorLAS DE ABAJO   ,Positivo
 Venga Èric dudo que a ti te haga gracia que se negocie de tú a tú en presencia de un relator con los indepes hiperventilados,Positivo
 El político más cabal y preparado que tuvo nunca la antigua CiU Así que si él opina eso del Pelomocho    ,Negativo
El 1O hay mucho q agradecertanto a los cuerpos y fuerzas d seguridad dl estado como también al  y a muchos d sus miembros q han posibilitado con su intervención el juicio a los golpistas dl PdeCat y ERC ‼   ,Negativo
Celso Amorim o chanceler petista criticou a política externa de Bolsonaro e disse que se hoje os EUA querem intervir na Venezuela nada impede que eles queiram intervir no Brasil no futuro Na era PT esse chanceler apoiava ditaduras e seguia a cartilha do Foro de São Paulo,Neutral
Damos premio Lazi al siguiente pues es una persona de paz y nunca insulta a nadie y además no tiene prejuicios en absoluto  España profunda  ¿ qué sera  ¿ esos seres de tara genética a los que se refería Torra u otros políticos indepes ,Negativo
No es la primera vez que es preguntado por la actualidad política o por medidas que tomará Vox si llega al poder y no sabe responder ni a una sola de las preguntas  Es lo que pasa cuando basas tu candidatura en más caza cero abortos y cárcel para independentistas,Positivo
  Los nuevos fascistas del separatismo catalán “acusando” con mentiras y manipulación Bienvenidos a la reedición de Goebbels nazionalistas del siglo XXI   ,Negativo
  Alguien debería de querellarse como acusación particular contra VOX y todos los políticos que están cometiendo perjurio   ,Positivo
                                                  Toloves en tu comunidad hay mucho indepe andaluz que se suma al carro y te aseguro que estarán resurgiendo con fuerza,Positivo
  Vaya deberías informarte Los nacionalistas “de izquierdas” catalanes vascos y gallegos han rechazado que se presente con ellos a la europeas a los independentistas andaluces No sé si será por supremacismo o xenofobia A saber Todo muy germanor dels pobles oprimits y todo eso,Negativo
Este domingo 10 de marzo a las 1200 nuevo acto público  con  Presidente de VOX Madrid y  Comité Ejecutivo Nacional    Hotel La Princesa crta M506 KM 9 salida Móstoles Centro     ,Negativo
El prior del Valle de los Caídos llevará el caso al Tribunal de los Derechos Humanos   Sí a un genocida que asesinó más de 200000 personas  Para este tipo de retraso mental no existe tratamiento     ,Positivo
¡Mucho ánimo  Son violentos porque la única razón que les queda es la fuerza La democracia y la justicia les ha derrotado   ,Negativo
Menuda lección de democracia y de respeto a los derechos humanos de política de derecho y de historia está dando Oriol Junqueras a todo un tribunal Supremo Y por ende a toda España ,Positivo
Como cantaria Leonard Cohen  aleluya aleluya  TV3 reconoce por primera vez que la declaración de independencia fue fake ,Negativo
  Yo soy castellano nacido en la cuidad más española q puedas imaginar hijo de Martín y Lope y además estoy a favor d q los Catalanes decidan su futuro y a favor d la independencia d Cataluña No veo qué problema ves en ser castellano e independentista ¿Me lo aclaras por favor,Positivo
RT  Chega naquela pessoa e fala ,Neutral
Albert Rivera es Pablo Casado nevado Inés Arrimadas es Andrea Levy fascista Santi Abascal es Pablo Casado con pipa Cristina Seguí es Inés Arrimadas nazi Arcadi Espada es Albert Rivera con la chorra fuera Toni Cantó es Xavier G Albiol sin disimular ,Positivo
 La represión del referéndum catalán provocó mil heridos entre la población civil Ni olvido ni perdón ,Positivo
 Así debe de ser el dinero público es para servir a la población no a los partidos políticos y mucho menos a sus integrantes Acá los partidos reciben dinero del estado para campaña habiendo tanta necesidad en el pueblo es un insulto,Negativo
Con los medios del régimen y con el rey como la mayoría de la gente se dee cuenta pueden acabar cayendo todosla gente k aún se auto engaña como vea la trama tramposay se cabreenpueden conseguir lo contrario de lo k pretenden puede acabar con una república en toda España,Positivo
 Lo bueno de esto es que por fin se quitan la careta y dejan bien claro que erc es republicana federalista apañola y que la independencia de Catalunya se la suda  Espero que sus ingenuos votantes sepan lo que hacen en el futuro si desean la República de Catalunya no votarlos,Positivo
Semana 3 del  juicio al procès  que podría ser bautizada como  la semana de los testigos políticos  dado que Marchena ha intentado que los con un perfil más político declararan todos al principio Abro hilo de resumen y valoración,Positivo
El error de Sánchez ahora y de Rajoy antes es escuchar los delirios de los sectarios sin responder con exigencias básicas de respeto y democracia Si se ha de hablar hablemos de TODO,Negativo
        Yo defiendo el respeto del cual carecen los independentistas No hay ningún motivo para insultar al rey aún siendo republicano Si no lo entiendes es tu problema,Negativo
    Aunque en  ya no lo sacan lo tengo aquí momento de acoso al periodista Hilario Pino a quien le quitan el micrófono en directo ,Negativo
Crean una especie de tirita que ayuda a diagnosticar la fibrosis quística  ,Positivo
No olvidemos que la acusación está basada enteramente en unos informes realizados por unos tíos que a duras penas saben leer y escribir y que vivieron en un barco de la Warner Bros durante un mes Que luego se rían de los fiscales que los citan es casi inevitable ,Positivo
Datos frente a propagandaCorte por corte fecha y lugar Los bloqueos de carreteras más largos en Catalunya se produjeron con el 155 en vigor o sea cuando los Mossos los controlaba el Ministerio del Interior Un trabajo de  y  ,Positivo
  Emosido engañados  Los catalanes no son ovejas Turull Soy independentista pero no idiota Sanchez Para  los españoles son ovejas e idiotas lo demuestran cada segundo con sus actos modo de vida y discurso reiterado Españoles Franco ha muerto Y vivís engañados,Positivo
RT  100 das vagas do Mais Médicos preenchidas Ué,Neutral
Pues sí el origen de la noticia de hace un año sobre la democracia defectuosa es Bea Talegón Ayer a las 1120  Asombroso la cantidad de gente que la imita dando la noticia por actual Cuevillas y Queralt padre entre otros  Y El Nacional en la fiesta claro siempre,Negativo
RT  ¡Dando ejemplo La reflexión de Nacho en el Venezuela Aid Live                    ,Neutral
 Cierto Los partidos políticos confunden Gobierno con partido político Y así nos ha ido hasta ahora lleno de ineptos e incompetentes Y el actual  también tiene mucho que callar al hablar de la corrupción del  ¿Y los  qué    ,Negativo
 Estos unionistas no para de cagarla hoy este ayer el del lanzamiento de murallas humanas más la pava del Borell ,Positivo
Mediadores internacionales de gran prestigio ningunean al independentismo  Los secesionistas tienen el interés de internacionalizar el problema pero éste no es un problema de dimensión internacional  Cataluña no es Irlanda del Norte ni Palestina   ,Negativo
RT     Arrimadas se comenta por ahi que las encuestas en Catalunya no te son muy fav…,Positivo
A VER QUERIDOS ESPAÑOLES Y CIUDADANOS EUROPEOS  LES EXPLICARÉ CÓMO DE LA NADA HACER UN RELATO DE REBELIÓN Y SEDICIÓN O SEA DE MANIPULACIÓN    a     ,Positivo
Repulsivo vídeo de Álvaro Ojeda dedicado a Rufián sobre el traslado de los presos  Vía   ,Positivo
RT  Les voy a condenar a 30 años pero les dejo llevar el lazo amarillo ,Positivo
     y este tipo de gente sin son pandemia y hay que erradicarla de dictadores estamos ya llenos ,Positivo
Los independentistas no dejan pasar ninguna oportunidad para introducir su relato de odio a España a los más pequeños Ni en carnaval descansan ,Negativo
  Pero para TV3 RAC las embajadas mantener a Puigdemont y empresas afines sí hay dinero       ,Negativo
siga adelante el que para se hunde ,Neutral
 “No merece el apoyo de los constitucionalistas aquel que ha estado apoyando un gobierno que provoca un paro gubernamental para ir a un juicio a apoyar a los que dieron el golpe a la democracia y dejar a los catalanes sometidos a los CDR”  ,Negativo
El tribunal permite el catalán a los acusados y rechaza la declaración de Puigdemont ,Negativo
Soy uno más en la lucha para recuperar la ilusión   Por un país que te hace sonreír de gente abierta y educada innovador y tradicional una nación que transformó el mundo y que ha de seguir a la vanguardia de éste    y  ,Negativo
Vitória boa para a tabela do Gauchão mas infelizmente irá mascarar problemas GRITANTES do Internacional enquanto time de futebol que passam pelo treinador e chegam até a direção,Neutral
Por cierto me voy a dar clases de Español a los extranjeros es curioso no me piden que les enseñe catalán  Oops se me olvidaba decir que algunos extranjeros no saben ni que existe la lengua catalana  Pero sí la lengua Española Oh lo siento indepes ,Negativo
La única realidad es que está vendido y rendido a los pies del separatismo totalitario catalán despreciando a los catalanes que sufren la  del  o mejor llamado       ,Negativo
  Es que no va de independencia va de democracia Yo no quiero imponer la independencia a nadie quiero que se vote en referéndum y aceptaré el resultado sea cual sea,Positivo
Como dijo Puigdemont “Los estadounidenses son libres en resumen de estar en desacuerdo con la ley pero no de desobedecerla”   ,Negativo
Cada vez que escucho a  me reafirmo en que es la mejor política que jamás ha tenido España  ,Negativo
                                                  Todo eso sería muy bonito para ti si esa citación se hubiera hecho efectiva el 30 de octubre día en la que Puigdemont viajó a Belgica lo malo es que esa citación la emitió el 31 de octubre  A ver COCO vamos a enseñar a PALETO que el 30 de octubre es anterior al 31 ,Positivo
  Para que unos cuantos gandules puedan vivir sin tener que trabajar Vivir muy bien por cierto a costa de todos los españoles Pero lo que dice  que cada cual se pague sus vicios y que partidos políticos y sindicatos dejen de chupar de todos es de extrema derecha,Negativo
RT  Bolsonaro posta vídeo com homem urinando em outro e o associa a blocos ,Neutral
Em desabafo Bebianno diz que deve desculpas ao país por ter viabilizado candidatura de Bolsonaro Bastidores no BLOG DO CAMAROTTI    ,Neutral
 Yo tampoco pues más de una vez él o sus mandados han dicho por activa o pasiva que  cuanto peor le vaya a España mejor para Catalunya y el proceso independentistas Se les permite todo hasta dar mítines en los juicios ,Positivo
Ayer Évole le dijo a Alfonso Guerra que llamar golpista a Puigdemont “no ayuda” Pero llamar “derecha trifalica” y “trifachito” a los líderes de PP C’s y VOX o fascistas a quienes fueron a manifestarse a Colón eso si ayuda,Negativo
   Pues puede ser No hay problema Es la historia No hay nada inmutable Pero a cataluña la estáis destrozando  precisamente porque os han metido que es una unidad inmutable intemporal y eterna Y además os han dicho que algo hay que hacer con la mayoría no independentista,Negativo
Impresionante reportaje acerca del exilio de todo lo que perdimos por la victoria del fascismo español Gracias a quienes sostienen en su memoria el recuerdo de tanta dignidad ,Positivo
 El 28 no el 100 están en riesgo ¿O os pensáis que los enemigos de España separatistas terroristas y demás con la de millones robados no van a influir en el progreso potencial y futuro de nuestra economía,Negativo
1 ¿CUÁL ES EL OBJETIVO DEL VIAJE A WATERLOO Cuando ayer anunció Arrimadas en un vídeo que iba a Waterloo a decirle un montón de cosas a Puigdemont me pareció una idea estúpida pero entendí que se refería a manifestarse delante de la casa del fugado,Negativo
Con nuestros impuestos Centro de Normalización Lingüística y adoctrinamiento No es la lengua es la identidad nacional es el independentismo ,Negativo
RT  Lula foi condenado por uma mulher As feministas deveriam aplaudila,Neutral
Con lo de Montserrat del Toro los indepes han cambiado sus lazos amarillos por otro símbolo amarillo  ¡Qué vergüenza dais en serio   ,Negativo
 Vuelve a escuchar  de   Sánchez le compra los argumentos a los independentistas    ,Negativo
El Comité Ejecutivo Nacional de VOX reunido esta tarde ha decidido por unanimidad concurrir a las próximas elecciones a Cortes Generales y presentar candidaturas en ambas cámaras y en todas las circunscripciones    ,Negativo
La endogamia borbónica y defectos genéticos a cuantas generaciones aparece últimamente No se repite mucho   ,Positivo
Nadie  salvo Los  Chinos  que las fabricaron Sabía nada La ANC no sabía donde estaban las urnas del referéndum según Jordi Sànchez   ,Negativo
   Cobardes No os tenemos miedo  Y a ver quien es  mas lloron  Que el referendum era ilegal nos torcimos muchos dedos INTENTANDO impedirlonos dieron croquetas y ahora no nos pagan  ¿Donde estan las urnas Aqui o aqui ¿Donde estan las urnas ,Positivo
Leed a Don Julio que sabe de lo que habla en relación a temas publicitarios sobre los que han declarado testigos está tarde    ,Negativo
DIRECTO  Vicent Nos fue contactado por Puigdemont y Junqueras para elaborar un software de votación que funcionaba con la tecnología blockchain y Ethereum ,Neutral
  Formulo la pregunta de nuevo ¿Tienes datos que demuestren q la mayoría de indepes vascos son cómplices del terrorismo,Positivo
Quizá han interiorizado demasiado el “a por ellos” quizá en los medios de extrema izquierda y separatistas valga la redundancia no les mostraron que  y  RETROCEDIERON    ,Negativo
 Reizinho q fica lindo até comendo sushi,Neutral
Desde o inicio da campanha eleitoral avisei que se os eleitores do Bolsonaro não formassem uma militância para defendêlo bravamente nas ruas depois de eleito  votar nele seria o mesmo que assassinálo,Neutral
Pprt tenho q repensar muito coisa na minha vida,Neutral
Como me hubiera gustado verle el careto a quimtorra cuando se ha enterado que la Eurocámara acepta la conferencia de Vox y a la de Puigdemont le dió el patadón Se cabrea y dice   que vergonya,Negativo
  Veamos como te digo Irene  que eres tonta imbécil idiota inútil irresponsable estúpida torpe inculta majadera boba necia majadera mentecata mema lela simple y que no mereces ni el aire que respiras sin que te ofendas  ,Positivo
Cuando Mas echó a los consejeros de Unió dijo que ahora sí que tenemos un gobierno indepe Neus Munté ascendió de consejera de Bienestar Social a vicepresidenta y portavoz ,Negativo
PP y PSOE representados por dos buenos políticos como Ignacio Salafranca y  coincidieron frente a Vox en defender la inmigración como valor que hay que saber gestionar Y todos dijeron aspirar a más Europa salvo de nuevo Vox que fue muy hostil con la unión fiscal,Positivo
RT  La monarquía es sin ningún genero de duda el mayor timo de la democracia española   ,Positivo
  “Vamos a trabajar por ser determinantes para acabar con el separatismo en España A Cs el cordón sanitario le va a resultar ser una soga al cuello”  ,Negativo
Los expertos aconsejan no precipitarse desechar la idea del amor romántico y de que se debe cambiar para ser amado  ,Neutral
     Sería la generación anterior a la que ahora impide la investigación de la relación entre el CNI y el imán de Ripoll Me da igual políticos como policías o toreros inquisidores o conquistadores muertos de hambre que no saben crear riqueza y la roban a porrazos ¡a mí la legión,Positivo
 Bea para diferenciar quiénes son los raros y quienes forman parte de la tendencia sólo tenemos que analizar todas aquellas democracias que contemplan el derecho de secesión o autodeterminación en su propia constitución  Está claro quién es el raro por estadísticas,Negativo
   Todo fachas  todos fachas  todos fachas  todos fachas  Mira niña el único facha es tu presidente el mermao torra y tú otro presi el fugado cagon  eso es fascismo  Y ahora ponte a llorar  que os queda mucho muchooooooo,Negativo
Declara ante mandos independentistas Todo el apoyo para este hombre y todos los policías autonómicos de Cataluña que sufren acoso y purgas por ser leales a España y a la CE Urge  para ellos y la disolución del cuerpo faccioso usado para antentar contra España ,Negativo
En el Sindicato Minero de Napoleón Gómez Urrutia un trabajador no puede exigir cuentas claras si no va a las marchas le quitan su trabajo y su sueldo 5 años si cambia de equipo sin avisar también lo castigan¿Eso es democrático ¿es legal     ,Neutral
RT  ERC está reventan el independentisme desde dintre o pel pacte de Junqueras amb Soraya o per partidisme pur i dur  ,Positivo
 Nieto confunde la dependencia funcional y la orgánica La policía depende siempre orgánicamente de la autoridad gubernativa funcionalmente del juez cuando actúa como policía judicial Por tanto de  lo de las armas  corresponde a Interior no al juez,Positivo
Entre ex ciu hijos de amigos y pago favores aqui cuenta mas cuan radical eres mejor no tu Cv Lo mas radical del elenco con una media de 80mil eur  El poble A treballar  Torra se rodea de independentistas duros los nuevos talibanes de Cataluña ,Negativo
Postales nocturnas de un lugar mágico llamado San Francisco de Campeche               ,Neutral
¿Qué dijo Trapero  Millo  Mantenía una posición matizada  entre la posición del Gobierno catalán y que los Mossos  siempre habían cumplido con el mandato judicial  sin llegar a contradecir a los políticos  Se impuso la línea política por encima del criterio profesional,Negativo
Soy  y no quiero en el gobierno a trileros como  que por estar en un sillón venden  a los que la quieren romper       ,Positivo
 Forn niega que hubiera enfrentamientos entre Mossos y Policía el 1O  Si se produjeron fueron muy minoritarios   ,Positivo
 Te lo pregunto a ti concretamente   Ya sé las múltiples cosas que quieren los independentistas y por eso estoy en contra Pero si digo según qué soy un demagogo,Positivo
El separatismo no respeta nada Ni siquiera a los verdaderos exiliados ni su memoria Recordemos como consideraban Azaña y Negrín a los nacionalistas catalanes Y no se equivocaban Vergüenza ,Negativo
Artículo de un diario danés que desmonta la demagogia separata Retrata el victimismo y la confrontación constante la falta de mayoría social el sistema electoral que les favorece y el referendum fake del 1O Las mentirasde la  Dinamarca del sur ,Negativo
 José porque no te vas un ratito al parque que hace buen dia PSOE  No ha derogado la reforna laboral  no ha derogado la ley mordaza y bla bla bla bla bla Se obtiene lo que se daNADA     ,Positivo
El tripartito PPCsVox es una realidad Los números nos dicen que sin los independentistas el bloque PSOEPodemos no va a tener mayoría frente a las tres derechas Aun pareciendo paradójico o hay una posición valiente para con Cataluña para acercar al soberanismo o gana Vox ,Positivo
Injustamente tenía k huir o morir colgadono huir era morir huía pero no por cobardía por inteliguencia regresaba y eliminaba al cacique al sherif  y al juez y le devolvía al pueblo su dignidad Puigdemont ha hecho muy bien en irsepork a el sinó muere en circunstancias,Positivo
Juicio del  procés  en directo        Hoy le toca declarar al sr Jonqueras,Negativo
Escolas de samba bancadas historicamente por bicheiros traficantes e bandidos de todo o tipo querendo dar lição de moral Só pode acontecer no país onde assassina dos pais sai da cadeia no Dia das Mães e o partido mais corrupto da história se elegeu como o da ética na política,Neutral
 Pendientes esta noche de  DE LIGT   ,Neutral
   President con todo respeto a mí no me sorprende porque están siguiendo el guión del juicio de Altsasu Reservado exclusivamente para independentistas  Luego dicen que no es un juicio político,Positivo
Recomendamos la entrevista a  firme defensor del  y de la   La gestación subrogada convierte al ser humano en una mercancía  Vía  AMoreno ,Neutral
Que dice Aitor Esteban PNV que los catalanes no han sabido hacer política “Hacer política” debe ser lo de aprobar los presupuestos con el 155 vigente Hay que ser un “político abertzale estupendo” para decir esto con todo un Govern sentado en el banquillo y en el exilio  ,Positivo
Un joven denuncia la dictadura lingüística de Compromís mientras es acosado por un violento pancatalanista       ,Negativo
Únete a  con el HT  X un país justo Hay que limpiar la política d falsos patriotas d pulserita y partidos con caja B Este país no está en venta Todos los sábados a partir d las 2000    ,Positivo
3 Las encuestas internas Den tan malos resultados para Ciudadanos que necesiten un golpe de timón colocando de cara visible a Arrimadas aun sacrificando Cataluña,Negativo
Los alemanes de entoces estaban tan desinformados como muchos españoles de hoy  Respondían a gestos a postureos a banderas a símbolos a frases grandilocuentes a mentiras que no identificaban como tales La desinformación es la peor enemiga de la democracia ,Positivo
Tras una secesión la hipotética república catalana tendrá un montón de partidos unionistas intentando reunificarse con España   Solución indepe prohibirlos ,Negativo
A jornalista  Tucanhede  comete  ato falho  e confirma tudo aquilo que já sabiamos segundo ela Bolsonaro recebeu alta depois de receber a última dose da quimioterapia A facada é fake ou seria uma faca laranja,Neutral
Recordarle al señor José Antonio Nieto que los mossos cerraron bastantes más colegios que la GC y la PN el  sin utilizar la violencia contra los ciudadanos que querían votar Ya que habla de ineficacia  ,Positivo
  Lo sé Y repito que no forma parte y seguramente votarían a favor de toda mi lista  Tu no lo dices pero muchos sí Y el tuit viene a colación de eso Es tan injusto echar la culpa de lo anterior a podemos como a los indepes de no aprobar los presupuestos Esa era mi intención,Positivo
 El cinismo y falta d compromiso ante las injusticias d los miembros  del cine español se puso ayer de manifiesto cuando para no  comprometerse ni con lo cercano ni con lo lejano hablan de Palestina e ignoran la existencia de presos políticos en su propio País,Positivo
Como se atreven ahora los partidos políticos a decir que VOX  no debe estar en el juicio cuando VOX  fue el único que planto cara a los separatistas y sin un duro de dinero publico yo aporte mis 20 € de mi bolsillo los 20€ mejor invertidos de mi vidayo soy VOX,Negativo
Pelo visto o verao vai chegar mais cedo por aquí,Neutral
Há algo de muito errado acontecendo as prioridades a serem ensinadas e os recursos aplicados Para investigar isso o Ministério da Educação junto com o Ministério da Justiça Polícia Federal Advocacia e Controladoria Geral da União criaram a LavaJato da Educação,Neutral
   La línea del PSOE difiere mucho de la nuestra como se ha visto con las continuas cesiones del  a los separatistas y unos Presupuestos totalmente podemizados con subidas de impuestos a la clase trabajadora   ,Negativo
En el acto de precampaña del  con  para trasladar con y desde la ciudadanía nuestro programa de medidas para conseguir  la que queremos todas y todos alejada de fantasmas del pasado y con la mirada en una sociedad mejor y más justa ,Negativo
